row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__VND Số cuối năm
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,26.204.018.428,139.832.937.038,(112.584.673.117),53.452.282.349,26204018428.0,139832937038.0,-112584673117.0,53452282349.0
Thuế nhập khẩu,Phải thu > Thuế nhập khẩu,Thuế nhập khẩu,3.395.283.377,234.887.965,(158.363.572),3.471.807.770,3395283377.0,234887965.0,-158363572.0,3471807770.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,29.599.301.805,140.067.825.003,(112.743.036.689),56.924.090.119,29599301805.0,140067825003.0,-112743036689.0,56924090119.0
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.455.943.693,648.740.236,(1.355.287.031),8.749.396.898,9455943693.0,648740236.0,-1355287031.0,8749396898.0
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,12.611.236.838,86.274.368.177,(87.191.925.449),11.693.679.566,12611236838.0,86274368177.0,-87191925449.0,11693679566.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.061.663.331,8.166.955.951,(7.376.395.400),4.852.223.882,4061663331.0,8166955951.0,-7376395400.0,4852223882.0
Khác,Phải nộp > Khác,Khác,7.977.828.447,1.340.206.179,(5.851.366.369),3.466.668.257,7977828447.0,1340206179.0,-5851366369.0,3466668257.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,34.106.672.309,96.430.270.543,(101.774.974.249),28.761.968.603,34106672309.0,96430270543.0,-101774974249.0,28761968603.0
