row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,,1.224.381.258.319,720.665.894.888,,,1224381258319.0,720665894888.0
02,02,02,2. Các khoản giảm trừ doanh thu,,(10.861.936.570),(127.870.299),,,-10861936570.0,-127870299.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,1.213.519.321.749,720.538.024.589,,261.0,1213519321749.0,720538024589.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,27,(952.289.765.259),(1.266.583.204.364),,27.0,-952289765259.0,-1266583204364.0
20,20,20,5. Lợi nhuận (lỗ) gộp về bán hàng và cung cấp dịch vụ,,261.229.556.490,(546.045.179.775),,,261229556490.0,-546045179775.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,26.961.438.462,21.334.652.393,,262.0,26961438462.0,21334652393.0
22,22,22,7. Chi phí tài chính,28,(121.590.908.538),(116.318.485.863),,28.0,-121590908538.0,-116318485863.0
23,23,23,- Trong đó: Chi phí lãi vay,,(118.101.430.173),(115.163.557.349),,,-118101430173.0,-115163557349.0
24,24,24,"8. Phần lỗ trong công ty liên doanh, liên kết",,(4.298.318.403),(20.646.470.528),,,-4298318403.0,-20646470528.0
25,25,25,9. Chi phí bán hàng,29,(97.163.648.191),(89.174.461.342),,29.0,-97163648191.0,-89174461342.0
26,26,26,10. Chi phí quản lý doanh nghiệp,29,(95.533.369.875),(137.865.511.060),,29.0,-95533369875.0,-137865511060.0
30,30,30,11. Lỗ thuần từ hoạt động kinh doanh,,(30.395.250.055),(888.715.456.175),,,-30395250055.0,-888715456175.0
31,31,31,12. Thu nhập khác,30,67.989.215.943,20.480.264.862,,30.0,67989215943.0,20480264862.0
32,32,32,13. Chi phí khác,30,(21.094.868.029),(134.425.960.066),,30.0,-21094868029.0,-134425960066.0
40,40,40,14. Lợi nhuận (lỗ) khác,30,46.894.347.914,(113.945.695.204),,30.0,46894347914.0,-113945695204.0
50,50,50,15. Tổng lợi nhuận (lỗ) kế toán trước thuế,,16.499.097.859,(1.002.661.151.379),,,16499097859.0,-1002661151379.0
51,51,51,16. Chi phí thuế TNDN hiện hành,32.1,(648.740.236),(1.790.859.017),,321.0,-648740236.0,-1790859017.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,32.1,2.262.515.599,1.863.555.892,,321.0,2262515599.0,1863555892.0
60,60,60,18. Lợi nhuận (lỗ) sau thuế TNDN,,18.112.873.222,(1.002.588.454.504),,,18112873222.0,-1002588454504.0
