row_label_raw,row_label_full,Công ty,Thuế suất Thuế TNDN,U'u đãi Thuế TNDN,numeric__Thuế suất Thuế TNDN,numeric__U'u đãi Thuế TNDN
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,20% lợi nhuận chịu thuế,,,
Công ty Cổ phần Nông Lâm Công nghiệp Trường An,Công ty Cổ phần Nông Lâm Công nghiệp Trường An,Công ty Cổ phần Nông Lâm Công nghiệp Trường An,"10% lợi nhuận chịu thuế trong mười lăm (15) năm kể từ năm đầu tiên có doanh thu, và chịu thuế suất thông dụng theo quy định hiện hành trong những năm tiếp theo",Miễn thuế TNDN trong bốn (4) năm kể từ khi kinh doanh có lợi nhuận chịu thuế và giảm 50% thuế suất thuế TNDN trong chính (9) năm tiếp theo,,
Công ty Cổ phần Trường ThànhCông ty Cổ phần Vật liệu Xây dựng Trường Thành - Phước AnCông ty Cổ phần Chế biến Gỗ Trường ThànhCông ty Cổ phần Trường Thành XanhCông ty Cổ phần Lâm nghiệp Trường ThànhCông ty Cổ phần Chế biến Gỗ Trường Thành M'drák,Công ty Cổ phần Trường ThànhCông ty Cổ phần Vật liệu Xây dựng Trường Thành - Phước AnCông ty Cổ phần Chế biến Gỗ Trường ThànhCông ty Cổ phần Trường Thành XanhCông ty Cổ phần Lâm nghiệp Trường ThànhCông ty Cổ phần Chế biến Gỗ Trường Thành M'drák,Công ty Cổ phần Trường ThànhCông ty Cổ phần Vật liệu Xây dựng Trường Thành - Phước AnCông ty Cổ phần Chế biến Gỗ Trường ThànhCông ty Cổ phần Trường Thành XanhCông ty Cổ phần Lâm nghiệp Trường ThànhCông ty Cổ phần Chế biến Gỗ Trường Thành M'drák,"10% lợi nhuận chịu thuế trong mười lăm (15) năm kể từ ngày bắt đầu đi vào hoạt động, và chịu thuế suất thông dụng theo quy định hiện hành trong những năm tiếp theo",Miễn thuế TNDN trong bốn (4) năm kể từ khi kinh doanh có lợi nhuận chịu thuế và giảm 50% thuế suất thuế TNDN trong chính (9) năm tiếp theo,,
Các công ty con khác,Các công ty con khác,Các công ty con khác,20% lợi nhuận chịu thuế,,,
