row_label_raw,row_label_full,"Bên cho vay > Ông Bùi Hồng Minh - Hợp đồng số01/2016/HĐV/TTF-BHM ngày 22 tháng12 năm 2016 và các phụ lục điều chỉnh sau đó (*) > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","Số cuối nămVND > 362.853.767.131 > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","Kỳ hạn trả gốc và lãi > Ngày 21 tháng 12 năm 2021 > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","Kỳ hạn trả gốc và lãi > Lãi suất tiền gửi tiết kiệm cá nhân kỳ hạn 12 tháng trả sau của Ngân hàng thương mại cổ phần Ngoại thương Việt Nam (2020: 6,5%) > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","Lãi suất%/năm > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","Hình thức đảm bảo > Tín chấp > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","numeric__Số cuối nămVND > 362.853.767.131 > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","numeric__Kỳ hạn trả gốc và lãi > Ngày 21 tháng 12 năm 2021 > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","numeric__Kỳ hạn trả gốc và lãi > Lãi suất tiền gửi tiết kiệm cá nhân kỳ hạn 12 tháng trả sau của Ngân hàng thương mại cổ phần Ngoại thương Việt Nam (2020: 6,5%) > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","numeric__Lãi suất%/năm > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND).","numeric__Hình thức đảm bảo > Tín chấp > (*) Tại ngày 31 tháng 12 năm 2020, số dư chi phí lãi vay phải trả từ khoản vay này là 47.235.602.869 VND (31 tháng 12 năm 2019: 23.585.494.865 VND)."
24.3 Các khoản vay quá hạn chưa thanh toán,24.3 Các khoản vay quá hạn chưa thanh toán,24.3 Các khoản vay quá hạn chưa thanh toán,24.3 Các khoản vay quá hạn chưa thanh toán,24.3 Các khoản vay quá hạn chưa thanh toán,24.3 Các khoản vay quá hạn chưa thanh toán,24.3 Các khoản vay quá hạn chưa thanh toán,24.3 Các khoản vay quá hạn chưa thanh toán,,,,,
,,,,Số cuối năm,Số cuối năm,Số đầu năm,VND,,,,,
,,,,Gốc,Lãi,Gốc,Lãi,,,,,
"Đông Á, CN Bình DươngVDB, CN Đắk Lắk – Đắk NôngAgribank, CN BMTTổng Công ty Vật liệu Xây dựng Số 1 – Công ty Cổ phầnTỔNG CỘNG","24.3 Các khoản vay quá hạn chưa thanh toán > Đông Á, CN Bình DươngVDB, CN Đắk Lắk – Đắk NôngAgribank, CN BMTTổng Công ty Vật liệu Xây dựng Số 1 – Công ty Cổ phầnTỔNG CỘNG","Đông Á, CN Bình DươngVDB, CN Đắk Lắk – Đắk NôngAgribank, CN BMTTổng Công ty Vật liệu Xây dựng Số 1 – Công ty Cổ phầnTỔNG CỘNG",123.283.700.0001.114.680.00030.000.000-,71.485.208.93056.009.541.8259.735.203.052-,123.292.700.0002.474.146.0401.900.000.0002.603.341.148,54.754.984.93351.886.901.7139.737.983.472-,116.379.870.118,,,1.2329270000024741e+41,,116379870118.0
"Đông Á, CN Bình DươngVDB, CN Đắk Lắk – Đắk NôngAgribank, CN BMTTổng Công ty Vật liệu Xây dựng Số 1 – Công ty Cổ phầnTỔNG CỘNG","24.3 Các khoản vay quá hạn chưa thanh toán > Đông Á, CN Bình DươngVDB, CN Đắk Lắk – Đắk NôngAgribank, CN BMTTổng Công ty Vật liệu Xây dựng Số 1 – Công ty Cổ phầnTỔNG CỘNG","Đông Á, CN Bình DươngVDB, CN Đắk Lắk – Đắk NôngAgribank, CN BMTTổng Công ty Vật liệu Xây dựng Số 1 – Công ty Cổ phầnTỔNG CỘNG",123.283.700.0001.114.680.00030.000.000-,71.485.208.93056.009.541.8259.735.203.052-,123.292.700.0002.474.146.0401.900.000.0002.603.341.148,54.754.984.93351.886.901.7139.737.983.472-,116.379.870.118,,,1.2329270000024741e+41,,116379870118.0
