row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu các bên khác,Phải thu các bên khác,Phải thu các bên khác,457.972.359.309,421.615.108.449,457972359309.0,421615108449.0
"- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.",64.874.410.500,64.874.410.500,64874410500.0,64874410500.0
- Pier 1 imports (us) Inl,- Pier 1 imports (us) Inl,- Pier 1 imports (us) Inl,56.538.863.457,56.538.863.457,56538863457.0,56538863457.0
- GME - Sanitaires Et Materiaux - Lapeyre,- GME - Sanitaires Et Materiaux - Lapeyre,- GME - Sanitaires Et Materiaux - Lapeyre,53.068.668.227,53.068.668.227,53068668227.0,53068668227.0
- Công ty Cổ phần Vinhomes,- Công ty Cổ phần Vinhomes,- Công ty Cổ phần Vinhomes,29.418.656.679,17.167.217.849,29418656679.0,17167217849.0
- Công ty TNHH Đầu tư và Phát triển Đô thị Gia Lâm,- Công ty TNHH Đầu tư và Phát triển Đô thị Gia Lâm,- Công ty TNHH Đầu tư và Phát triển Đô thị Gia Lâm,11.777.766.913,589.081.744,11777766913.0,589081744.0
- Khác,- Khác,- Khác,242.293.993.533,229.376.866.672,242293993533.0,229376866672.0
Phải thu các bên liên quan (TM số 33),Phải thu các bên liên quan (TM số 33),Phải thu các bên liên quan (TM số 33),34.807.699.848,50.476.219.094,34807699848.0,50476219094.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,492.780.059.157,472.091.327.543,492780059157.0,472091327543.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,(302.322.968.346),(308.141.037.386),-302322968346.0,-308141037386.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,190.457.090.811,163.950.290.157,190457090811.0,163950290157.0
