row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm (Trình bày lại),Số đầu năm (Trình bày lại)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm (Trình bày lại),numeric__Số đầu năm (Trình bày lại)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",100.599.864.011,1.752.532.103,40.088.989.929,12.840.571.656,100599864011.0,1752532103.0,40088989929.0,12840571656.0
Chi phí SXKD dở dang,Chi phí SXKD dở dang,Chi phí SXKD dở dang,-,-,485.414.893,-,,,485414893.0,
Thành phẩm,Thành phẩm,Thành phẩm,18.952.294.365,-,5.720.331.955,-,18952294365.0,,5720331955.0,
Hàng hóa,Hàng hóa,Hàng hóa,55.340.223.924,-,26.276.958.644,-,55340223924.0,,26276958644.0,
Hàng gửi bán,Hàng gửi bán,Hàng gửi bán,68.243.916.957,-,44.449.962.194,-,68243916957.0,,44449962194.0,
Cộng,Cộng,Cộng,243.136.299.257,1.752.532.103,117.021.657.615,12.840.571.656,243136299257.0,1752532103.0,117021657615.0,12840571656.0
