row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng thanh toán,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng thanh toán,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng thanh toán,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng thanh toán
Ngắn hạn,Ngắn hạn,Ngắn hạn,VND,VND,VND,VND,,,,
"DongFeng Commercial Vehicle Co., Ltd","Ngắn hạn > DongFeng Commercial Vehicle Co., Ltd","DongFeng Commercial Vehicle Co., Ltd",53.443.710.001,53.443.710.001,15.628.712.000,15.628.712.000,53443710001.0,53443710001.0,15628712000.0,15628712000.0
Công ty CP Đầu tư Dịch vụ,Ngắn hạn > Công ty CP Đầu tư Dịch vụ,Công ty CP Đầu tư Dịch vụ,4.046.375.900,4.046.375.900,4.444.958.910,4.444.958.910,4046375900.0,4046375900.0,4444958910.0,4444958910.0
Tải chính Hoàng Huy,Tải chính Hoàng Huy,Tải chính Hoàng Huy,,,,,,,,
"Shiyan Pingyun Industrial and Trade Co., Ltd","Tải chính Hoàng Huy > Shiyan Pingyun Industrial and Trade Co., Ltd","Shiyan Pingyun Industrial and Trade Co., Ltd",1.118.839.800,1.118.839.800,1.118.839.800,1.118.839.800,1118839800.0,1118839800.0,1118839800.0,1118839800.0
Các đối tượng khác,Tải chính Hoàng Huy > Các đối tượng khác,Các đối tượng khác,6.171.781.610,6.171.781.610,2.412.347.620,2.412.347.620,6171781610.0,6171781610.0,2412347620.0,2412347620.0
Cộng,Tải chính Hoàng Huy > Cộng,Cộng,64.780.707.311,64.780.707.311,23.604.858.330,23.604.858.330,64780707311.0,64780707311.0,23604858330.0,23604858330.0
