row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốcVND,Số cuối năm > Giá trị ghi sốVND,Số đầu năm > Giá gốcVND,Số đầu năm > Giá trị ghi sốVND,numeric__Số cuối năm > Giá gốcVND,numeric__Số cuối năm > Giá trị ghi sốVND,numeric__Số đầu năm > Giá gốcVND,numeric__Số đầu năm > Giá trị ghi sốVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,367.976.000.000,367.976.000.000,261.505.000.000,261.505.000.000,367976000000.0,367976000000.0,261505000000.0,261505000000.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,367.976.000.000,367.976.000.000,261.505.000.000,261.505.000.000,367976000000.0,367976000000.0,261505000000.0,261505000000.0
Cộng,Cộng,Cộng,367.976.000.000,367.976.000.000,261.505.000.000,261.505.000.000,367976000000.0,367976000000.0,261505000000.0,261505000000.0
