row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý
,,,VND,VND,VND,VND,,,,
Công ty Cổ phần Tập đoànBất động sản CRV,Công ty Cổ phần Tập đoànBất động sản CRV,Công ty Cổ phần Tập đoànBất động sản CRV,2.872.950.000.000,3.205.135.718.180,2.872.950.000.000,3.035.801.167.729,2872950000000.0,3205135718180.0,2872950000000.0,3035801167729.0
Cộng,Cộng,Cộng,2.872.950.000.000,3.205.135.718.180,2.872.950.000.000,3.035.801.167.729,2872950000000.0,3205135718180.0,2872950000000.0,3035801167729.0
