row_label_raw,row_label_full,Chỉ tiêu,Mã số,Số liệu trên Báo cáo tài chính kỳ trước,Số liệu trình bày lại,Chênh lệch,numeric__Mã số,numeric__Số liệu trên Báo cáo tài chính kỳ trước,numeric__Số liệu trình bày lại,numeric__Chênh lệch
BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN,,,,
Phải trả ngắn hạn khác,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,368.885.012.600,332.641.718.681,(36.243.293.919),319.0,368885012600.0,332641718681.0,-36243293919.0
Vay và nợ thuê tài chính ngắn hạn,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN > Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,1.403.561.768.337,934.787.768.337,(468.774.000.000),320.0,1403561768337.0,934787768337.0,-468774000000.0
Phải trả dài hạn khác,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,96.380.000.000,132.623.293.919,36.243.293.919,337.0,96380000000.0,132623293919.0,36243293919.0
Vay và nợ thuê tài chính dài hạn,BẢNG CÂN ĐỐI KẾ TOÁN RIÊNGNGUỒN VỐN > Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,-,468.774.000.000,468.774.000.000,338.0,,468774000000.0,468774000000.0
