row_label_raw,row_label_full,col_0,col_1,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__col_1,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
a),a),a),Ngắn hạn,,,,,,,,,
a.1),a.1),a.1),Chi tiết theo nội dung,,,,,,,,,
,,,Tạm ứng,3.340.892.325,-,2.153.000.000,-,,3340892325.0,,2153000000.0,
,,,"Phải thu vốn góp,lãi từ các hợpđồng hợp tác đàutư (*)",59.502.924.479,-,584.815.778.692,-,,59502924479.0,,584815778692.0,
,,,Phải thu từchuyển nhượngvốn,-,-,13.500.000.000,-,,,,13500000000.0,
,,,Phải thu cổ tức,-,-,5.900.000.000,-,,,,5900000000.0,
,,,Lãi cho vay,4.128.789.824,-,3.571.876.050,-,,4128789824.0,,3571876050.0,
,,,Các khoản kýquỹ,1.580.560.000,-,-,-,,1580560000.0,,,
,,,Phải thu tiền bánchứng khoánkinh doanh,-,-,7.520.635.000,-,,,,7520635000.0,
,,,Phải thu khác,4.887.276.702,-,3.339.679.398,-,,4887276702.0,,3339679398.0,
,,,,73.440.443.330,-,620.800.969.140,-,,73440443330.0,,620800969140.0,
a.2),a.2),a.2),Chi tiết theo đối tượngBên liên quan,,,,,,,,,
,,,Ông Trần ViệtAnh,-,-,83.750.000.000,-,,,,83750000000.0,
,,,Công ty TNHHSacom ChipSáng,-,-,5.900.000.000,-,,,,5900000000.0,
,,,Công ty CP Đâyvà Cáp Sacom,150.000.000,-,-,-,,150000000.0,,,
,,,Công ty CP SAMNông nghiệpCông nghệ cao,52.155.227.576,-,47.085.259.591,-,,52155227576.0,,47085259591.0,
,,,Công ty CP Liêndoanh CàngQuốc tế MỹThủy,922.515.064,-,-,-,,922515064.0,,,
,,,Bên liên quankhác,1.145.292.808,-,1.305.090.946,-,,1145292808.0,,1305090946.0,
,,,,54.373.035.448,-,138.040.350.537,-,,54373035448.0,,138040350537.0,
