row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,617.378.666.242,1.180.680.236.156,,,617378666242.0,1180680236156.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,2.807.581.500,323.473.487.394,,3.0,2807581500.0,323473487394.0
111,111,111,1. Tiền,,2.807.581.500,323.473.487.394,,,2807581500.0,323473487394.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,120.308.249.037,214.305.038.966,,4.0,120308249037.0,214305038966.0
121,121,121,1. Chứng khoán kinh doanh,,151.630.627.039,215.668.604.973,,,151630627039.0,215668604973.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(31.322.378.002),(1.363.566.007),,,-31322378002.0,-1363566007.0
130,130,130,III. Các khoản phải thu ngắn hạn,,492.866.264.194,641.440.969.140,,,492866264194.0,641440969140.0
132,132,132,1. Trả trước cho người bán ngắn hạn,05,397.045.820.864,110.000.000,,5.0,397045820864.0,110000000.0
135,135,135,2. Phải thu về cho vay ngắn hạn,06,22.380.000.000,20.530.000.000,,6.0,22380000000.0,20530000000.0
136,136,136,3. Phải thu ngắn hạn khác,07,73.440.443.330,620.800.969.140,,7.0,73440443330.0,620800969140.0
150,150,150,V. Tài sản ngắn hạn khác,,1.396.571.511,1.460.740.656,,,1396571511.0,1460740656.0
151,151,151,1. Chi phí trả trước ngắn hạn,,63.089.397,723.403.714,,,63089397.0,723403714.0
152,152,152,2. Thuế GTGT được khấu trừ,,1.333.482.114,737.336.942,,,1333482114.0,737336942.0
200,200,200,B. TÀI SẢN DÀI HẠN,,5.098.400.514.468,4.573.231.739.932,,,5098400514468.0,4573231739932.0
210,210,210,I. Các khoản phải thu dài hạn,,19.332.646.810,172.833.778.880,,,19332646810.0,172833778880.0
212,212,212,1. Trả trước cho người bán dài hạn,05,-,161.700.000.000,,5.0,,161700000000.0
215,215,215,2. Phải thu về cho vay dài hạn,06,18.841.300.000,9.616.800.000,,6.0,18841300000.0,9616800000.0
216,216,216,3. Phải thu dài hạn khác,07,491.346.810,1.516.978.880,,7.0,491346810.0,1516978880.0
220,220,220,II. Tài sản cố định,,2.959.243.740,3.224.294.766,,,2959243740.0,3224294766.0
221,221,221,1. Tài sản cố định hữu hình,08,2.959.243.740,3.224.294.766,,8.0,2959243740.0,3224294766.0
222,222,222,- Nguyên giả,,17.605.512.662,17.446.421.753,,,17605512662.0,17446421753.0
223,223,223,- Giá trị hao mòn lũy kế,,(14.646.268.922),(14.222.126.987),,,-14646268922.0,-14222126987.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,- Nguyên giả,,697.830.000,697.830.000,,,697830000.0,697830000.0
229,227 > 229,229,- Giá trị hao mòn lũy kế,,(697.830.000),(697.830.000),,,-697830000.0,-697830000.0
240,227 > 240,240,IV. Tài sản dở dang dài hạn,,-,84.000.000,,,,84000000.0
242,227 > 242,242,1. Chi phí xây dựng cơ bản dở dang,,-,84.000.000,,,,84000000.0
250,227 > 250,250,V. Đầu tư tài chính dài hạn,04,5.073.795.732.706,4.396.544.857.852,,4.0,5073795732706.0,4396544857852.0
251,227 > 251,251,1. Đầu tư vào công ty con,,3.066.735.530.496,3.066.735.530.496,,,3066735530496.0,3066735530496.0
252,227 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,1.515.377.167.304,793.505.670.000,,,1515377167304.0,793505670000.0
253,227 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,,760.196.763.600,760.196.763.600,,,760196763600.0,760196763600.0
254,227 > 254,254,4. Dự phòng giảm giả đầu tư tài chính dài hạn,,(268.513.728.694),(223.893.106.244),,,-268513728694.0,-223893106244.0
260,227 > 260,260,VI. Tài sản dài hạn khác,,2.312.891.212,544.808.434,,,2312891212.0,544808434.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,,2.312.891.212,544.808.434,,,2312891212.0,544808434.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,5.715.779.180.710,5.753.911.976.088,,,5715779180710.0,5753911976088.0
