row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__VND Số cuối năm
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,118.459.613.244,60.619.838.955,(165.014.687.401),14.064.764.798,118459613244.0,60619838955.0,-165014687401.0,14064764798.0
Thuế nhập khẩu,Phải thu > Thuế nhập khẩu,Thuế nhập khẩu,359.459.976,147.927.066,(339.173.220),168.213.822,359459976.0,147927066.0,-339173220.0,168213822.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,118.819.073.220,60.767.766.021,(165.353.860.621),14.232.978.620,118819073220.0,60767766021.0,-165353860621.0,14232978620.0
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,9.016.092.323,86.551.891.796,(91.770.995.669),3.796.988.450,9016092323.0,86551891796.0,-91770995669.0,3796988450.0
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.491.190.370,32.569.347.781,(41.084.100.658),976.437.493,9491190370.0,32569347781.0,-41084100658.0,976437493.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.904.057.698,7.278.052.357,(2.795.418.916),9.386.691.139,4904057698.0,7278052357.0,-2795418916.0,9386691139.0
Phạt thuế - Khác,Phải nộp > Phạt thuế - Khác,Phạt thuế - Khác,-,65.113.694.843,(39.349.257.088),25.764.437.755,,65113694843.0,-39349257088.0,25764437755.0
Phạt thuế - Khác,Phải nộp > Phạt thuế - Khác,Phạt thuế - Khác,484.360.354,2.198.909.024,(35.043.951),2.648.225.427,484360354.0,2198909024.0,-35043951.0,2648225427.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,23.895.700.745,193.711.895.801,(175.034.816.282),42.572.780.264,23895700745.0,193711895801.0,-175034816282.0,42572780264.0
