row_label_raw,row_label_full,Năm nay > Số dư đầu năm > Dự phòng rủi ro trích lập trong năm /(Hoàn nhập trong năm) > Sử dụng dự phòng rủi ro tín dụng trong năm > Số dư cuối năm > Năm trước > Số dư đầu năm > Dự phòng rủi ro trích lập trong năm /(Hoàn nhập trong năm) > Sử dụng dự phòng rủi ro tín dụng trong năm > Số dư cuối năm > Chỉ tiết số dư dự phòng,Dự phòng chung > 89.506 > 11.548 > - > 101.054 > 81.136 > 8.370 > - > 89.506 > 31/12/2017,Dự phòng cụ thể > 13.275 > 212.381 > (209.802) > 15.854 > 10.701 > 86.090 > (83.516) > 13.275 > 31/12/2016,numeric__Dự phòng chung > 89.506 > 11.548 > - > 101.054 > 81.136 > 8.370 > - > 89.506 > 31/12/2017,numeric__Dự phòng cụ thể > 13.275 > 212.381 > (209.802) > 15.854 > 10.701 > 86.090 > (83.516) > 13.275 > 31/12/2016
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,116.908,102.781,116908.0,102781.0
+ Dự phòng chung,+ Dự phòng chung,+ Dự phòng chung,101.054,89.506,101054.0,89506.0
+ Dự phòng cụ thể,+ Dự phòng cụ thể,+ Dự phòng cụ thể,15.854,13.275,15854.0,13275.0
Cộng,Cộng,Cộng,116.908,102.781,116908.0,102781.0
