row_label_raw,row_label_full,Cho vay ngắn hạn,25.000,-,numeric__25.000,numeric__-
Bảng VND,Bảng VND,Bảng VND,25.000,-,25000.0,
Cộng,Cộng,Cộng,25.000,-,25000.0,
Tổng cộng,Tổng cộng,Tổng cộng,3.031.595,1.882.755,3031595.0,1882755.0
