row_label_raw,row_label_full,14.4 Tài sản có khác,31/12/2017,31/12/2016,numeric__31/12/2017,numeric__31/12/2016
- Chỉ phí chờ phân bổ,- Chỉ phí chờ phân bổ,- Chỉ phí chờ phân bổ,7.359,5.749,7359.0,5749.0
- Tài sản gần nợ đã chuyển quyền sở hữu cho Ngân hàng đang chờ xử lý,- Tài sản gần nợ đã chuyển quyền sở hữu cho Ngân hàng đang chờ xử lý,- Tài sản gần nợ đã chuyển quyền sở hữu cho Ngân hàng đang chờ xử lý,95.066,156.405,95066.0,156405.0
+ Bất động sản,+ Bất động sản,+ Bất động sản,95.066,156.405,95066.0,156405.0
- Tài sản khác,- Tài sản khác,- Tài sản khác,923,939,923.0,939.0
Cộng,Cộng,Cộng,103.348,163.093,103348.0,163093.0
