row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Tính chất giao dịch,Phát sinh frong năm,Số dư tại 31/12/2017,numeric__Mối quan hệ,numeric__Tính chất giao dịch,numeric__Phát sinh frong năm,numeric__Số dư tại 31/12/2017
Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty con,Tiền gửi thanh toán tại ngân hàng,-,583.815,,,,583815.0
Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty con,Ký quỹ tại ngân hàng,-,27.762,,,,27762.0
Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty con,"Lãi phải trả tiền gửi, ký quỹ",4.335,-,,,4335.0,
Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty con,Tiền thuê nhà,3.164,-,,,3164.0,
Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thắc tài sản,Công ty con,Gộp vốn,-,612.503,,,,612503.0
Hội đồng Quản trị và Ban Tổng Giám đốc,Hội đồng Quản trị và Ban Tổng Giám đốc,Hội đồng Quản trị và Ban Tổng Giám đốc,Hội đồng Quản trị và Ban Tổng Giám đốc,Lương + thưởng,9.197,-,,,9197.0,
