row_label_raw,row_label_full,31/12/2017,Tổng dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tin dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi của khách hàng,numeric__Các cam kết tin dụng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Trong nước,Trong nước,Trong nước,14.105.444,15.461.076,253.633,-,1.946.070,14105444.0,15461076.0,253633.0,,1946070.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
31/12/2016,31/12/2016,31/12/2016,Tổng dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tin dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,,,,,
Trong nước,31/12/2016 > Trong nước,Trong nước,12.533.642,14.780.546,278.084,-,2.389.792,12533642.0,14780546.0,278084.0,,2389792.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
