row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,31/12/2017,31/12/2016,numeric__Thuyết minh,numeric__31/12/2017,numeric__31/12/2016
X. Tài sản cố định,X. Tài sản cố định,X. Tài sản cố định,,1.080.443,958.367,,1080443.0,958367.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,V.10,707.245,601.852,,707245.0,601852.0
a. Nguyên giá tài sản cố định hữu hình,a. Nguyên giá tài sản cố định hữu hình,a. Nguyên giá tài sản cố định hữu hình,,1.065.935,924.677,,1065935.0,924677.0
b. Hao mòn tài sản cố định hữu hình,b. Hao mòn tài sản cố định hữu hình,b. Hao mòn tài sản cố định hữu hình,,(358.690),(322.825),,-358690.0,-322825.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,V.11,-,-,,,
a. Nguyên giá tài sản cố định thuê tài chính,a. Nguyên giá tài sản cố định thuê tài chính,a. Nguyên giá tài sản cố định thuê tài chính,,-,-,,,
b. Hao mòn tài sản cố định thuê tài chính,b. Hao mòn tài sản cố định thuê tài chính,b. Hao mòn tài sản cố định thuê tài chính,,-,-,,,
3. Tài sản cố định vô hình,b. Hao mòn tài sản cố định thuê tài chính > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,V.12,373.198,356.515,,373198.0,356515.0
a. Nguyên giá tài sản cố định vô hình,b. Hao mòn tài sản cố định thuê tài chính > a. Nguyên giá tài sản cố định vô hình,a. Nguyên giá tài sản cố định vô hình,,452.225,429.425,,452225.0,429425.0
b. Hao mòn tài sản cố định vô hình,b. Hao mòn tài sản cố định thuê tài chính > b. Hao mòn tài sản cố định vô hình,b. Hao mòn tài sản cố định vô hình,,(79.027),(72.910),,-79027.0,-72910.0
XI. Bất động sản đầu tư,XI. Bất động sản đầu tư,XI. Bất động sản đầu tư,V.13,-,-,,,
a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,,-,-,,,
b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,,-,-,,,
XII. Tài sản có khác,b. Hao mòn bất động sản đầu tư > XII. Tài sản có khác,XII. Tài sản có khác,V.14,408.149,585.771,,408149.0,585771.0
1. Các khoản phải thu,b. Hao mòn bất động sản đầu tư > 1. Các khoản phải thu,1. Các khoản phải thu,"V.14.1,2,3",145.930,221.487,,145930.0,221487.0
"2. Các khoản lãi, phí phải thu","b. Hao mòn bất động sản đầu tư > 2. Các khoản lãi, phí phải thu","2. Các khoản lãi, phí phải thu",,158.871,201.191,,158871.0,201191.0
3. Tài sản thuê TNDN hoãn lại,3. Tài sản thuê TNDN hoãn lại,3. Tài sản thuê TNDN hoãn lại,,-,-,,,
4. Tài sản Có khác,3. Tài sản thuê TNDN hoãn lại > 4. Tài sản Có khác,4. Tài sản Có khác,V.14.4,103.348,163.093,,103348.0,163093.0
- Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,,-,-,,,
5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,-,-,,,
TỔNG TẢI SẢN CÓ,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác > TỔNG TẢI SẢN CÓ,TỔNG TẢI SẢN CÓ,,21.929.606,19.658.115,,21929606.0,19658115.0
