row_label_raw,row_label_full,"Cổ tire nhận được trong năm từ góp vốn, mua cổ phần.",Năm 2017 > 4.724,Năm 2016 > 4.314,numeric__Năm 2017 > 4.724,numeric__Năm 2016 > 4.314
Thu từ lợi nhuận công ty con chuyển về,Thu từ lợi nhuận công ty con chuyển về,Thu từ lợi nhuận công ty con chuyển về,3.226,3.714,3226.0,3714.0
"Thu từ góp vốn, đầu tư dài hạn","Thu từ góp vốn, đầu tư dài hạn","Thu từ góp vốn, đầu tư dài hạn",1.498,600,1498.0,600.0
Tổng cộng,Tổng cộng,Tổng cộng,4.724,4.314,4724.0,4314.0
