row_label_raw,row_label_full,- Mệnh giá trải phiếu đặc biệt (1),613.037,689.091,numeric__613.037,numeric__689.091
- Dự phòng trải phiếu đặc biệt (2),- Dự phòng trải phiếu đặc biệt (2),- Dự phòng trải phiếu đặc biệt (2),(330.846),(286.080),-330846.0,-286080.0
Cộng,Cộng,Cộng,282.191,403.011,282191.0,403011.0
Tổng cộng,Tổng cộng,Tổng cộng,1.615.224,2.389.792,1615224.0,2389792.0
