row_label_raw,row_label_full,col_0,31/12/2017,31/12/2016,numeric__31/12/2017,numeric__31/12/2016
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,11.717,32.522,11717.0,32522.0
Công ty TNHH 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,950,-,950.0,
Công ty TNHH 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền,Công ty TNHH 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền,Công ty TNHH 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền,47.208,-,47208.0,
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,3.312.116,2.906.617,3312116.0,2906617.0
Công ty có vốn CP của NN chiêm trên 50%VDL hoặc tổng số CP có quyền biểu; hoặc NN nằm giữ quyền chỉ phối với công ty trong Điều lệ của công ty,Công ty có vốn CP của NN chiêm trên 50%VDL hoặc tổng số CP có quyền biểu; hoặc NN nằm giữ quyền chỉ phối với công ty trong Điều lệ của công ty,Công ty có vốn CP của NN chiêm trên 50%VDL hoặc tổng số CP có quyền biểu; hoặc NN nằm giữ quyền chỉ phối với công ty trong Điều lệ của công ty,1.475,22.011,1475.0,22011.0
Công ty cổ phần,Công ty cổ phần,Công ty cổ phần,857.427,1.008.024,857427.0,1008024.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,179.131,421.747,179131.0,421747.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,2.109,56.789,2109.0,56789.0
Hợp tác xã và liên hợp tác xã,Hợp tác xã và liên hợp tác xã,Hợp tác xã và liên hợp tác xã,43.062,55.079,43062.0,55079.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",9.359.315,7.873.342,9359315.0,7873342.0
Đơn vị hành chính sự nghiệp; Đàng đoàn thể và hiệp hội,Đơn vị hành chính sự nghiệp; Đàng đoàn thể và hiệp hội,Đơn vị hành chính sự nghiệp; Đàng đoàn thể và hiệp hội,290.934,157.511,290934.0,157511.0
Tổng cộng,Tổng cộng,Tổng cộng,14.105.444,12.533.642,14105444.0,12533642.0
