row_label_raw,row_label_full,Quá hạn thanh toán từ 6 tháng đến dưới 1 năm > Quá hạn thanh toán từ 1 năm đến dưới 2 năm > Quá hạn thanh toán từ 2 năm đến dưới 3 năm > Quá hạn thanh toán từ 3 năm trở lên,Số cuối năm > Giá gốc > 3.586.923.806 > 26.024.657.109 > 60.630.379 > 14.296.624.779,Số cuối năm > Giá trị có thể thu hồi ước tính > 2.510.846.664 > 13.012.328.554 > 18.189.114 > -,Số đầu năm > Giá gốc > 177.113.329 > 3.710.317.734 > 327.617.449 > 12.693.134.956,Số đầu năm > Giá trị có thể thu hồi ước tính > 123.979.330 > 1.855.158.867 > 98.115.035 > -,numeric__Số cuối năm > Giá gốc > 3.586.923.806 > 26.024.657.109 > 60.630.379 > 14.296.624.779,numeric__Số cuối năm > Giá trị có thể thu hồi ước tính > 2.510.846.664 > 13.012.328.554 > 18.189.114 > -,numeric__Số đầu năm > Giá gốc > 177.113.329 > 3.710.317.734 > 327.617.449 > 12.693.134.956,numeric__Số đầu năm > Giá trị có thể thu hồi ước tính > 123.979.330 > 1.855.158.867 > 98.115.035 > -
Khả năng thu hồi thấp,Khả năng thu hồi thấp,Khả năng thu hồi thấp,377.146.876.159,-,175.784.782.193,-,377146876159.0,,175784782193.0,
- Công ty TNHH Thương mại và Xây dựng DLC,- Công ty TNHH Thương mại và Xây dựng DLC,- Công ty TNHH Thương mại và Xây dựng DLC,49.203.991.297,-,21.640.262.633,-,49203991297.0,,21640262633.0,
- Công ty TNHH Thương mại & Dịch vụ Lâm Nghiệp Minh Hoàng,- Công ty TNHH Thương mại & Dịch vụ Lâm Nghiệp Minh Hoàng,- Công ty TNHH Thương mại & Dịch vụ Lâm Nghiệp Minh Hoàng,13.962.773.540,-,17.285.307.356,-,13962773540.0,,17285307356.0,
- Công ty TNHH Lâm nghiệp Hoàng Nam,- Công ty TNHH Lâm nghiệp Hoàng Nam,- Công ty TNHH Lâm nghiệp Hoàng Nam,7.943.732.586,-,48.588.535.012,-,7943732586.0,,48588535012.0,
- Khác,- Khác,- Khác,306.036.378.736,-,88.270.677.192,-,306036378736.0,,88270677192.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,421.115.712.232,15.541.364.332,192.692.965.661,2.077.253.232,421115712232.0,15541364332.0,192692965661.0,2077253232.0
