row_label_raw,row_label_full,Ông Mai Hữu Tín,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Phó Tổng Giám đốc,
Ông Lê Minh Ngọc,Ông Lê Minh Ngọc,Ông Lê Minh Ngọc,Phó Tổng Giám đốc,
Ông Lê Văn Minh,Ông Lê Văn Minh,Ông Lê Văn Minh,Giám đốc Tài chính,
