row_label_raw,row_label_full,Số đầu năm > Dự phòng trích lập trong năm > Hoàn nhập dự phòng trong năm,Năm nay > (190.615.712.429) > (224.237.849.735) > 9.279.214.264,VNDNăm trước > (179.526.147.372) > (17.726.743.271) > 6.415.048.252,numeric__Năm nay > (190.615.712.429) > (224.237.849.735) > 9.279.214.264,numeric__VNDNăm trước > (179.526.147.372) > (17.726.743.271) > 6.415.048.252
Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,-,222.129.962,,222129962.0
Số cuối năm,Số cuối năm,Số cuối năm,(405.574.347.900),(190.615.712.429),-405574347900.0,-190615712429.0
