row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
Công ty Cổ phần Địa ốc Hưng Lợi,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Địa ốc Hưng Lợi,Công ty Cổ phần Địa ốc Hưng Lợi,Bên liên quan,Cung cấp dịch vụ,21.673.875,-,,,21673875.0,
Công ty Cổ phần Bao bi Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Bao bi Trường Thành,Công ty Cổ phần Bao bi Trường Thành,Công ty liên kết,Bán hàng,-,1.830.894.550,,,,1830894550.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết (đến ngày 15 tháng 5 năm 2018),Bán hàng,-,967.519.134,,,,967519134.0
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu ngắn hạn của khách hàng > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Thuê văn phòng,16.500.000,16.500.000,,,16500000.0,16500000.0
,,,,,38.173.875,2.814.913.684,,,38173875.0,2814913684.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,,
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết (đến ngày 15 tháng 5 năm 2018),Cho vay,-,10.482.260.265,,,,10482260265.0
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu về cho vay ngắn hạn > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Cho vay,-,1.530.615.000,,,,1530615000.0
Công ty Cổ phần Phú Hữu Gia,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết (đến ngày 2 tháng 3 năm 2018),Cho vay,-,100.000.000,,,,100000000.0
,,,,,-,12.112.875.265,,,,12112875265.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,,,,
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu về cho vay dài hạn > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Cho vay,38.312.802.000,35.800.137.000,,,38312802000.0,35800137000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết (đến ngày 15 tháng 5 năm 2018),Lãi cho vay,-,1.002.099.652,,,,1002099652.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết (đến ngày 15 tháng 5 năm 2018),Chi hộ,-,61.955.100,,,,61955100.0
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu ngắn hạn khác > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Lãi cho vay,770.737.668,286.968.836,,,770737668.0,286968836.0
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu ngắn hạn khác > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Chi hộ,6.091.078.433,55.876.455,,,6091078433.0,55876455.0
Công ty Cổ phần Bao bì Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,Chi hộ,57.260.211,51.955.100,,,57260211.0,51955100.0
,,,,,6.919.076.312,1.458.855.143,,,6919076312.0,1458855143.0
