row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu về cho các bên khác vay,Ngắn hạn > Phải thu về cho các bên khác vay,Phải thu về cho các bên khác vay,49.819.350.307,103.158.140.070,49819350307.0,103158140070.0
"- Công ty TNHH Xây dựng và Thương mại DLC (""DLC"") (**)","Ngắn hạn > - Công ty TNHH Xây dựng và Thương mại DLC (""DLC"") (**)","- Công ty TNHH Xây dựng và Thương mại DLC (""DLC"") (**)",35.675.832.377,89.014.622.140,35675832377.0,89014622140.0
- Công ty TNHH Xây dựng Đồng Long,Ngắn hạn > - Công ty TNHH Xây dựng Đồng Long,- Công ty TNHH Xây dựng Đồng Long,14.143.517.930,14.143.517.930,14143517930.0,14143517930.0
Phải thu về cho bên liên quan vay (*) (Thuyết minh số 32),Ngắn hạn > Phải thu về cho bên liên quan vay (*) (Thuyết minh số 32),Phải thu về cho bên liên quan vay (*) (Thuyết minh số 32),-,12.112.875.265,,12112875265.0
,,,49.819.350.307,115.271.015.335,49819350307.0,115271015335.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu về cho bên liên quan vay (*) (Thuyết minh số 32),Dài hạn > Phải thu về cho bên liên quan vay (*) (Thuyết minh số 32),Phải thu về cho bên liên quan vay (*) (Thuyết minh số 32),38.312.802.000,35.800.137.000,38312802000.0,35800137000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,88.132.152.307,151.071.152.335,88132152307.0,151071152335.0
Dự phòng phải thu cho vay khó đòi,Dài hạn > Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,(49.722.928.469),-,-49722928469.0,
GIÁ TRI THUÀN,Dài hạn > GIÁ TRI THUÀN,GIÁ TRI THUÀN,38.409.223.838,151.071.152.335,38409223838.0,151071152335.0
