row_label_raw,row_label_full,col_0,Vốn cổ phần,Thăng dưvốn cổ phần,Cổ phiếu quỹ,Quỹ đầu tưphát triển,Quỹ khác thuộcvốn chủ sở hữu,Lỗ lũy kế,Tổng cộng,numeric__Vốn cổ phần,numeric__Thăng dưvốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tưphát triển,numeric__Quỹ khác thuộcvốn chủ sở hữu,numeric__Lỗ lũy kế,numeric__Tổng cộng
Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,,,,,,,
Số đầu năm,Năm trước: > Số đầu năm,Số đầu năm,1.446.078.400.000,63.750.862.467,(552.965.000),17.170.909.622,8.963.110,(1.417.618.019.750),108.838.150.449,1446078400000.0,63750862467.0,-552965000.0,17170909622.0,8963110.0,-1417618019750.0,108838150449.0
Lợi nhuận thuàntrong năm,Năm trước: > Lợi nhuận thuàntrong năm,Lợi nhuận thuàntrong năm,-,-,-,-,-,10.736.621.410,10.736.621.410,,,,,,10736621410.0,10736621410.0
Phát hànhcổ phiếu,Năm trước: > Phát hànhcổ phiếu,Phát hànhcổ phiếu,700.000.000.000,(143.000.000),-,-,-,-,699.857.000.000,700000000000.0,-143000000.0,,,,,699857000000.0
Số cuối năm,Năm trước: > Số cuối năm,Số cuối năm,2.146.078.400.000,63.607.862.467,(552.965.000),17.170.909.622,8.963.110,(1.406.881.398.340),819.431.771.859,2146078400000.0,63607862467.0,-552965000.0,17170909622.0,8963110.0,-1406881398340.0,819431771859.0
Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,,,,,,,
Số đầu năm,Năm nay: > Số đầu năm,Số đầu năm,2.146.078.400.000,63.607.862.467,(552.965.000),17.170.909.622,8.963.110,(1.406.881.398.340),819.431.771.859,2146078400000.0,63607862467.0,-552965000.0,17170909622.0,8963110.0,-1406881398340.0,819431771859.0
Lỗ thuàntrong năm,Năm nay: > Lỗ thuàntrong năm,Lỗ thuàntrong năm,-,-,-,-,-,(715.161.995.152),(715.161.995.152),,,,,,-715161995152.0,-715161995152.0
Số cuối năm,Năm nay: > Số cuối năm,Số cuối năm,2.146.078.400.000,63.607.862.467,(552.965.000),17.170.909.622,8.963.110,(2.122.043.393.492),104.269.776.707,2146078400000.0,63607862467.0,-552965000.0,17170909622.0,8963110.0,-2122043393492.0,104269776707.0
