row_label_raw,row_label_full,Ông Hồ Anh Dũng,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Mai Hữu Tín,Ông Mai Hữu Tín,Ông Mai Hữu Tín,Phó Chủ tịch,,,
Ông Vũ Tuấn Hoàng,Ông Vũ Tuấn Hoàng,Ông Vũ Tuấn Hoàng,Thành viên,,,
Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Thành viên,,,
Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Thành viên,bổ nhiệm ngày 6 tháng 9 năm 2018,,
Ông Hà Hoàng Thế Quang,Ông Hà Hoàng Thế Quang,Ông Hà Hoàng Thế Quang,Thành viên,miễn nhiệm ngày 6 tháng 9 năm 2018,,
