row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2024VND,2023VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,3.587.597.717.336,3.042.058.174.715,,3587597717336.0,3042058174715.0
"02 Khấu hao tài sản cố định (""TSCĐ"")","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")",,1.372.284.413.689,1.333.315.028.776,,1372284413689.0,1333315028776.0
03 Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 Các khoản dự phòng,03 Các khoản dự phòng,,87.280.665.526,155.052.513.659,,87280665526.0,155052513659.0
04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(6.415.210.841),(15.531.662.967),,-6415210841.0,-15531662967.0
05 Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,,(524.762.592.813),(784.799.287.125),,-524762592813.0,-784799287125.0
06 Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Chi phí lãi vay,06 Chi phí lãi vay,,295.513.005.046,445.048.629.628,,295513005046.0,445048629628.0
08 Lợi nhuận từ hoạt động kinh doanh trước những thayđổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Lợi nhuận từ hoạt động kinh doanh trước những thayđổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trước những thayđổi vốn lưu động,,4.811.497.997.943,4.175.143.396.686,,4811497997943.0,4175143396686.0
09 Tăng các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09 Tăng các khoản phải thu,09 Tăng các khoản phải thu,,(470.001.918.689),(145.607.763.702),,-470001918689.0,-145607763702.0
10 (Tăng)/giảm hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10 (Tăng)/giảm hàng tồn kho,10 (Tăng)/giảm hàng tồn kho,,(388.407.440.528),327.931.513.027,,-388407440528.0,327931513027.0
11 Tăng/(giảm) các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 Tăng/(giảm) các khoản phải trả,11 Tăng/(giảm) các khoản phải trả,,1.256.369.642.551,(518.075.401.132),,1256369642551.0,-518075401132.0
12 (Tăng)/giảm chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 (Tăng)/giảm chi phí trả trước,12 (Tăng)/giảm chi phí trả trước,,(235.020.131.875),188.964.632.494,,-235020131875.0,188964632494.0
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(341.455.833.056),(430.624.565.581),,-341455833056.0,-430624565581.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,,(558.228.202.276),(410.383.498.628),,-558228202276.0,-410383498628.0
16 Tiền thu khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16 Tiền thu khác từ hoạt động kinh doanh,16 Tiền thu khác từ hoạt động kinh doanh,,-,173.000.000,,,173000000.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(248.797.837.893),(137.964.300.778),,-248797837893.0,-137964300778.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,3.825.956.276.177,3.049.557.012.386,,3825956276177.0,3049557012386.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(1.032.212.944.328),(1.836.849.364.702),,-1032212944328.0,-1836849364702.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác","22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",,108.064.737,6.267.583.694,,108064737.0,6267583694.0
"23 Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23 Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","23 Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(22.296.225.765.331),(18.781.144.524.863),,-22296225765331.0,-18781144524863.0
"24 Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","24 Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,19.571.348.530.419,15.983.987.484.279,,19571348530419.0,15983987484279.0
"27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,538.036.540.711,789.216.349.682,,538036540711.0,789216349682.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(3.218.945.573.792),(3.838.522.471.910),,-3218945573792.0,-3838522471910.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33 Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,,15.486.593.648.206,18.638.457.503.278,,15486593648206.0,18638457503278.0
34 Tiền chỉ trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chỉ trả nợ gốc vay,34 Tiền chỉ trả nợ gốc vay,,(14.849.479.719.091),(17.822.646.968.309),,-14849479719091.0,-17822646968309.0
"36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(1.000.656.667.100),(1.026.216.008.175),,-1000656667100.0,-1026216008175.0
