row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 31.12.2024 VND,Tại ngày > 31.12.2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 VND,numeric__Tại ngày > 31.12.2023 VND
300,300,300,NỘ PHẢI TRÀ,,13.122.061.089.134,11.066.785.150.046,,,13122061089134.0,11066785150046.0
310,310,310,Nợ ngắn hạn,,13.000.283.528.216,11.028.157.267.653,,,13000283528216.0,11028157267653.0
311,311,311,Phải trả người bán ngắn hạn,13,1.541.348.647.172,1.075.687.516.789,,13.0,1541348647172.0,1075687516789.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,123.277.635.732,68.959.212.216,,14.0,123277635732.0,68959212216.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),426.358.111.164,251.280.063.131,,,426358111164.0,251280063131.0
314,314,314,Phải trả người lao động,,1.497.091.745.800,1.296.097.515.822,,,1497091745800.0,1296097515822.0
315,315,315,Chi phí phải trả ngắn hạn,16,345.801.018.557,225.816.638.138,,16.0,345801018557.0,225816638138.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17(a),1.745.702.838.876,1.354.070.805.405,,,1745702838876.0,1354070805405.0
319,319,319,Phải trả ngắn hạn khác,18,279.814.774.431,313.665.653.809,,18.0,279814774431.0,313665653809.0
320,320,320,Vay ngắn hạn,19(a),6.540.635.801.900,5.981.719.619.662,,,6540635801900.0,5981719619662.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,500.252.954.584,460.860.242.681,,20.0,500252954584.0,460860242681.0
330,330,330,Nợ dài hạn,,121.777.560.918,38.627.882.393,,,121777560918.0,38627882393.0
336,336,336,Doanh thu chưa thực hiện dài hạn,17(b),34.891.471.164,36.039.339.130,,,34891471164.0,36039339130.0
337,337,337,Phải trả dài hạn khác,,1.681.834.640,1.650.643.680,,,1681834640.0,1650643680.0
338,338,338,Vay dài hạn,19(b),81.784.329.565,-,,,81784329565.0,
341,341,341,Thuế thu nhập hoãn lại phải trả,12,3.419.925.549,937.899.583,,12.0,3419925549.0,937899583.0
400,400,400,VỐN CHỦ SỞ HỮU,,10.646.264.236.508,9.073.764.532.249,,,10646264236508.0,9073764532249.0
410,410,410,Vốn chủ sở hữu,"21,22",10.646.264.236.508,9.073.764.532.249,,21.22,10646264236508.0,9073764532249.0
411,411,411,Vốn góp của chủ sở hữu,,4.925.091.640.000,4.925.091.640.000,,,4925091640000.0,4925091640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.925.091.640.000,4.925.091.640.000,,,4925091640000.0,4925091640000.0
414,414,414,Vốn khác của chủ sở hữu,22,55.391.600.000,55.391.600.000,,22.0,55391600000.0,55391600000.0
418,418,418,Quỹ đầu tư phát triển,22,2.122.083.824.808,1.709.722.205.278,,22.0,2122083824808.0,1709722205278.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,22,3.189.864.568.073,2.065.692.248.602,,22.0,3189864568073.0,2065692248602.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.081.485.817.354,281.371.744.518,,,1081485817354.0,281371744518.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,2.108.378.750.719,1.784.320.504.084,,,2108378750719.0,1784320504084.0
429,429,429,Lợi ích của cổ đông không kiểm soát,22,353.832.603.627,317.866.838.369,,22.0,353832603627.0,317866838369.0
440,440,440,TỔNG NGUỒN VỐN,,23.768.325.325.642,20.140.549.682.295,,,23768325325642.0,20140549682295.0
