row_label_raw,row_label_full,Ông Hoàng Việt Anh,Chủ tịch,numeric__Chủ tịch
Ông Trương Gia Bình,Ông Trương Gia Bình,Ông Trương Gia Bình,Thành viên,
Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Thành viên,
Bà Chu Thị Thanh Hà,Bà Chu Thị Thanh Hà,Bà Chu Thị Thanh Hà,Thành viên,
Bà Trần Thị Hồng Lĩnh,Bà Trần Thị Hồng Lĩnh,Bà Trần Thị Hồng Lĩnh,Thành viên,
Ông Phan Thế Thành,Ông Phan Thế Thành,Ông Phan Thế Thành,Thành viên,
