row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 31.12.2024 VND,Tại ngày > 31.12.2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 VND,numeric__Tại ngày > 31.12.2023 VND
100,100,100,TÀI SẢN NGẮN HẠN,,15.257.330.627.437,11.507.783.986.863,,,15257330627437.0,11507783986863.0
110,110,110,Tiền và các khoản tương đương tiền,3,679.277.313.660,423.984.252.859,,3.0,679277313660.0,423984252859.0
111,111,111,Tiền,,349.170.044.324,169.457.565.272,,,349170044324.0,169457565272.0
112,112,112,Các khoản tương đương tiền,,330.107.269.336,254.526.687.587,,,330107269336.0,254526687587.0
120,120,120,Đầu tư tài chính ngắn hạn,,11.376.821.923.875,8.651.944.688.963,,,11376821923875.0,8651944688963.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),11.376.821.923.875,8.651.944.688.963,,,11376821923875.0,8651944688963.0
130,130,130,Các khoản phải thu ngắn hạn,,1.815.061.889.259,1.446.695.181.156,,,1815061889259.0,1446695181156.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.757.533.007.648,1.885.551.756.701,,5.0,1757533007648.0,1885551756701.0
132,132,132,Trả trước cho người bán ngắn hạn,,163.253.428.637,38.327.824.823,,,163253428637.0,38327824823.0
136,136,136,Phải thu ngắn hạn khác,6,158.903.503.000,145.559.359.335,,6.0,158903503000.0,145559359335.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,7,(264.628.050.026),(622.743.759.703),,7.0,-264628050026.0,-622743759703.0
140,140,140,Hàng tồn kho,8,1.196.303.165.040,808.224.247.916,,8.0,1196303165040.0,808224247916.0
141,141,141,Hàng tồn kho,,1.213.429.172.696,825.021.732.168,,,1213429172696.0,825021732168.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(17.126.007.656),(16.797.484.252),,,-17126007656.0,-16797484252.0
150,150,150,Tài sản ngắn hạn khác,,189.866.335.603,176.935.615.969,,,189866335603.0,176935615969.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),145.835.516.238,151.114.799.802,,,145835516238.0,151114799802.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,43.921.597.332,25.450.234.748,,,43921597332.0,25450234748.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),109.222.033,370.581.419,,,109222033.0,370581419.0
200,200,200,TÀI SẢN DÀI HẠN,,8.510.994.698.205,8.632.765.695.432,,,8510994698205.0,8632765695432.0
210,210,210,Các khoản phải thu dài hạn,,25.896.153.168,27.154.563.198,,,25896153168.0,27154563198.0
216,216,216,Phải thu dài hạn khác,,25.896.153.168,27.154.563.198,,,25896153168.0,27154563198.0
220,220,220,Tài sản cố định,,5.688.194.234.388,6.023.472.094.030,,,5688194234388.0,6023472094030.0
221,221,221,Tài sản cố định hữu hình,10(a),5.078.687.887.701,5.464.072.830.380,,,5078687887701.0,5464072830380.0
222,222,222,Nguyên giá,,13.369.037.927.616,12.673.696.172.721,,,13369037927616.0,12673696172721.0
223,223,223,Giá trị khấu hao lũy kế,,(8.290.350.039.915),(7.209.623.342.341),,,-8290350039915.0,-7209623342341.0
227,227,227,Tài sản cố định vô hình,10(b),609.506.346.687,559.399.263.650,,,609506346687.0,559399263650.0
228,228,228,Nguyên giá,,1.253.885.721.975,1.132.606.924.007,,,1253885721975.0,1132606924007.0
229,229,229,Giá trị khấu hao lũy kế,,(644.379.375.288),(573.207.660.357),,,-644379375288.0,-573207660357.0
240,240,240,Tài sản dở dang dài hạn,,389.574.246.576,417.189.111.679,,,389574246576.0,417189111679.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,389.574.246.576,417.189.111.679,,11.0,389574246576.0,417189111679.0
250,250,250,Đầu tư tài chính dài hạn,,6.200.000.000,6.200.000.000,,,6200000000.0,6200000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),9.684.980.000,9.684.980.000,,,9684980000.0,9684980000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(3.684.980.000),(3.684.980.000),,,-3684980000.0,-3684980000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),200.000.000,200.000.000,,,200000000.0,200000000.0
260,260,260,Tài sản dài hạn khác,,2.401.130.064.073,2.158.749.926.525,,,2401130064073.0,2158749926525.0
261,261,261,Chi phí trả trước dài hạn,9(b),2.377.253.610.814,2.136.954.195.375,,,2377253610814.0,2136954195375.0
262,262,262,Tài sản thuế thu nhập hoãn lại,12,23.876.453.259,21.795.731.150,,12.0,23876453259.0,21795731150.0
270,270,270,TỔNG TÀI SẢN,,23.768.325.325.642,20.140.549.682.295,,,23768325325642.0,20140549682295.0
