row_label_raw,row_label_full,31.12.2024,31.12.2023,numeric__31.12.2023
VND,VND,VND,VND,
1.804.520.929.972,VND > 1.804.520.929.972,1.804.520.929.972,1.611.745.683.907,1611745683907.0
284.076.784.156,VND > 284.076.784.156,284.076.784.156,293.626.781.023,293626781023.0
288.655.896.686,VND > 288.655.896.686,288.655.896.686,231.581.730.445,231581730445.0
2.377.253.610.814,VND > 2.377.253.610.814,2.377.253.610.814,2.136.954.195.375,2136954195375.0
