row_label_raw,row_label_full,col_0,31.12.2024,31.12.2024_1,31.12.2024_2,31.12.2023,31.12.2023_1,numeric__31.12.2024,numeric__31.12.2024_1,numeric__31.12.2024_2,numeric__31.12.2023,numeric__31.12.2023_1
,,,Tuong duong,Nguyen te,Nguyen te,Tuong duong,(“USD”),,,,,
BG la My (“USD”),BG la My (“USD”),BG la My (“USD”),25.000.000,615.746.408.852,57.900.000,1.376.170.500.000,(Dong Viet Nam),25000000.0,615746408852.0,57900000.0,1376170500000.0,
Đong Viet Nam(“UND”),Đong Viet Nam(“UND”),Đong Viet Nam(“UND”),5.924.889.393.048,6.006.673.722.613,4.605.549.119.662,4.605.549.119.662,,5924889393048.0,6006673722613.0,4605549119662.0,4605549119662.0,
,,,,6.622.420.131.465,,5.981.719.619.662,,,6622420131465.0,,5981719619662.0,
