row_label_raw,row_label_full,Nguyễn Hoàng Linh,Tổng Giám đốc (**),2.760.200.000,2.440.428.000,numeric__Tổng Giám đốc (**),numeric__2.760.200.000,numeric__2.440.428.000
Hoàng Việt Anh,Hoàng Việt Anh,Hoàng Việt Anh,Tổng Giám đốc (**),-,800.000.000,,,800000000.0
Vũ Thị Mai Hương,Vũ Thị Mai Hương,Vũ Thị Mai Hương,Phó Tổng Giám đốc,1.920.700.000,1.880.372.000,,1920700000.0,1880372000.0
Chu Hùng Thắng,Chu Hùng Thắng,Chu Hùng Thắng,Phó Tổng Giám đốc,1.920.009.000,1.885.670.720,,1920009000.0,1885670720.0
Đỗ Thị Hương,Đỗ Thị Hương,Đỗ Thị Hương,Giám đốc Tài chính,1.920.200.000,1.760.151.000,,1920200000.0,1760151000.0
Nguyễn Thị Thu Hương,Nguyễn Thị Thu Hương,Nguyễn Thị Thu Hương,Kế toán trưởng,941.200.000,708.397.000,,941200000.0,708397000.0
,,,,9.462.309.000,9.475.018.720,,9462309000.0,9475018720.0
