row_label_raw,row_label_full,col_0,col_1,31.12.2024VND,31.12.2023VND,numeric__col_1,numeric__31.12.2024VND,numeric__31.12.2023VND
i),i),i),Tiền gửi tại tài khoản tập trung FPT,,,,,
i),i) > i),i),Công ty Cổ phần FPT,507.269.336,326.687.587,,507269336.0,326687587.0
ii),ii),ii),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,,,,
ii),ii) > ii),ii),Công ty TNHH FPT IS,16.518.276.086,11.033.310.716,,16518276086.0,11033310716.0
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,13.741.865.748,9.599.260.077,,13741865748.0,9599260077.0
ii),ii) > ii),ii),Công ty TNHH Phần mềm FPT,3.991.804.148,2.355.481.162,,3991804148.0,2355481162.0
ii),ii) > ii),ii),Công ty TNHH FPT Smart Cloud,2.823.192.484,1.312.418.616,,2823192484.0,1312418616.0
ii),ii) > ii),ii),Công ty Cổ phần FPT,1.666.193.640,10.832.150.125,,1666193640.0,10832150125.0
ii),ii) > ii),ii),Công ty TNHH Phân phối Synnex FPT,611.812.939,465.989.210,,611812939.0,465989210.0
ii),ii) > ii),ii),Công ty TNHH Giáo dục FPT,335.553.950,330.066.431,,335553950.0,330066431.0
ii),ii) > ii),ii),Các công ty thành viên khác cùng Tập đoàn,84.409.881,29.701.859,,84409881.0,29701859.0
ii),ii) > ii),ii),,39.773.108.876,35.958.378.196,,39773108876.0,35958378196.0
iii),iii),iii),Phải trả người bán ngắn hạn (Thuyết minh 13),,,,,
iii),iii) > iii),iii),Công ty TNHH Phân phối Synnex FPT,23.423.174.861,7.482.021.899,,23423174861.0,7482021899.0
iii),iii) > iii),iii),Công ty Cổ phần FPT,15.573.321.204,24.117.644.182,,15573321204.0,24117644182.0
iii),iii) > iii),iii),Công ty TNHH FPT IS,11.166.504.805,7.588.155.397,,11166504805.0,7588155397.0
iii),iii) > iii),iii),Công ty TNHH FPT Smart Cloud,1.378.302.470,1.616.559.844,,1378302470.0,1616559844.0
iii),iii) > iii),iii),Công ty TNHH Phần mềm FPT,689.861.666,1.147.153.066,,689861666.0,1147153066.0
iii),iii) > iii),iii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,655.522.804,1.145.862.390,,655522804.0,1145862390.0
iii),iii) > iii),iii),Các công ty thành viên khác cùng Tập đoàn,36.923.622,53.342.862,,36923622.0,53342862.0
iii),iii) > iii),iii),,52.923.611.432,43.150.739.640,,52923611432.0,43150739640.0
iv),iv),iv),Người mua trả tiền trước ngắn hạn (Thuyết minh 14),,,,,
iv),iv) > iv),iv),Công ty TNHH Phần mềm FPT,-,697.040.465,,,697040465.0
iv),iv) > iv),iv),Công ty TNHH Giáo dục FPT,-,214.880.109,,,214880109.0
iv),iv) > iv),iv),Các công ty thành viên khác cùng Tập đoàn,12.540.000,58.227.436,,12540000.0,58227436.0
iv),iv) > iv),iv),,12.540.000,970.148.010,,12540000.0,970148010.0
v),v),v),Doanh thu chưa thực hiện (Thuyết minh 17),,,,,
v),v),v),Ngắn hạn,,,,,
v),v) > v),v),Công ty TNHH Phân phối Synnex FPT,1.772.804.088,1.772.804.088,,1772804088.0,1772804088.0
v),v),v),Dài hạn,,,,,
v),v) > v),v),Công ty TNHH Phân phối Synnex FPT,27.921.664.183,29.694.468.271,,27921664183.0,29694468271.0
