row_label_raw,row_label_full,31.12.2024,31.12.2023,numeric__31.12.2023
VND,VND,VND,VND,
87.403.921.151,VND > 87.403.921.151,87.403.921.151,98.575.179.019,98575179019.0
58.431.595.087,VND > 58.431.595.087,58.431.595.087,52.539.620.783,52539620783.0
145.835.516.238,VND > 145.835.516.238,145.835.516.238,151.114.799.802,151114799802.0
