row_label_raw,row_label_full,So du dau nam > Tritch Iap tre LNST china phan photi(Thuyet minh 22) > Siu dung quty trong nam(137.964.300.778),2024 > 460.860.242.681 > 288.190.549.796 > (248.797.837.893),2023 > 349.990.820.900 > 248.660.722.559 > (137.964.300.778),numeric__2024 > 460.860.242.681 > 288.190.549.796 > (248.797.837.893),numeric__2023 > 349.990.820.900 > 248.660.722.559 > (137.964.300.778)
Khac,Khac,Khac,-,173.000.000,,173000000.0
So du cui ni nam,So du cui ni nam,So du cui ni nam,500.252.954.584,460.860.242.681,500252954584.0,460860242681.0
