row_label_raw,row_label_full,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn_1,Vay và nợ thuê tài chính ngắn hạn_2,Vay và nợ thuê tài chính ngắn hạn_3,Vay và nợ thuê tài chính ngắn hạn_4,Vay và nợ thuê tài chính ngắn hạn_5,numeric__Vay và nợ thuê tài chính ngắn hạn_1,numeric__Vay và nợ thuê tài chính ngắn hạn_2,numeric__Vay và nợ thuê tài chính ngắn hạn_3,numeric__Vay và nợ thuê tài chính ngắn hạn_4,numeric__Vay và nợ thuê tài chính ngắn hạn_5
,,,1/1/2023,1/1/2023,Biến động trong năm,Biến động trong năm,31/12/2023,,,,,
,,,Giá trị ghi sổ và số có khả năng trả nợ VND,Tăng VND,Giảm VND,Chênh lệch tỷ giá chưa thực hiện VND,Giá trị ghi sổ và số có khả năng trả nợ VND,,,,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.737.688.887.084,12.108.747.250.217,(12.222.470.468.515),14.817.884.169,3.638.783.552.955,3737688887084.0,12108747250217.0,-12222470468515.0,14817884169.0,3638783552955.0
Vay và nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh 24(b)),Vay và nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh 24(b)),Vay và nợ thuê tài chính dài hạn đến hạn trả (Thuyết minh 24(b)),494.998.143.250,443.419.953.292,(650.926.418.039),(25.170.352.091),262.321.326.412,494998143250.0,443419953292.0,-650926418039.0,-25170352091.0,262321326412.0
,,,4.232.687.030.334,12.552.167.203.509,(12.873.396.886.554),(10.352.467.922),3.901.104.879.367,4232687030334.0,12552167203509.0,-12873396886554.0,-10352467922.0,3901104879367.0
