row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,9.011.900.252.286,9.526.239.587.648,100.0,,9011900252286.0,9526239587648.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,668.657.670.914,615.868.535.508,110.0,5.0,668657670914.0,615868535508.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,288.504.356.537,420.520.709.544,111.0,,288504356537.0,420520709544.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,380.153.314.377,195.347.825.964,112.0,,380153314377.0,195347825964.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,2.186.376.596.809,2.108.075.356.346,120.0,,2186376596809.0,2108075356346.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6(a),2.186.376.596.809,2.108.075.356.346,123.0,,2186376596809.0,2108075356346.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,2.777.087.805.014,2.413.699.397.988,130.0,,2777087805014.0,2413699397988.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,2.419.776.222.141,2.056.241.685.385,131.0,7.0,2419776222141.0,2056241685385.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,159.928.122.085,111.607.316.360,132.0,,159928122085.0,111607316360.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,28.707.530.808,23.751.260.000,135.0,8.0,28707530808.0,23751260000.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9(a),502.203.453.844,541.546.371.997,136.0,,502203453844.0,541546371997.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,10,(335.257.228.993),(320.924.085.553),137.0,10.0,-335257228993.0,-320924085553.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,1.729.705.129,1.476.849.799,139.0,,1729705129.0,1476849799.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,11,3.116.488.111.528,4.132.371.643.781,140.0,11.0,3116488111528.0,4132371643781.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,3.218.969.665.585,4.449.651.406.113,141.0,,3218969665585.0,4449651406113.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(102.481.554.057),(317.279.762.332),149.0,,-102481554057.0,-317279762332.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,263.290.068.021,256.224.654.025,150.0,,263290068021.0,256224654025.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,17(a),29.974.282.311,28.370.978.641,151.0,,29974282311.0,28370978641.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,217.852.479.237,218.332.278.357,152.0,,217852479237.0,218332278357.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,20(a),15.086.728.144,9.521.397.027,153.0,,15086728144.0,9521397027.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,,376.578.329,,155.0,,376578329.0,
