row_label_raw,row_label_full,col_0,2023VND,2022VNDĐã điều chỉnh lại,numeric__2023VND,numeric__2022VNDĐã điều chỉnh lại
Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,55.973.570.456,48.324.249.435,55973570456.0,48324249435.0
Chi phí công cụ và dụng cụ,Chi phí công cụ và dụng cụ,Chi phí công cụ và dụng cụ,4.219.549.734,5.587.356.192,4219549734.0,5587356192.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,10.169.345.776,10.141.335.564,10169345776.0,10141335564.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,131.477.617.130,234.193.403.780,131477617130.0,234193403780.0
Chi phí quảng cáo khuyến mãi,Chi phí quảng cáo khuyến mãi,Chi phí quảng cáo khuyến mãi,2.240.773.369,6.625.654.159,2240773369.0,6625654159.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,103.996.416.047,103.692.357.848,103996416047.0,103692357848.0
Chi phí bao bì,Chi phí bao bì,Chi phí bao bì,16.558.166.730,21.344.538.610,16558166730.0,21344538610.0
Chi phí hoa hồng,Chi phí hoa hồng,Chi phí hoa hồng,61.486.606.107,79.415.742.343,61486606107.0,79415742343.0
Chi phí xuất nhập khẩu,Chi phí xuất nhập khẩu,Chi phí xuất nhập khẩu,34.085.236.055,33.547.033.962,34085236055.0,33547033962.0
Chi phí bán hàng khác,Chi phí bán hàng khác,Chi phí bán hàng khác,24.378.115.409,24.039.885.704,24378115409.0,24039885704.0
,,,444.585.396.813,566.911.557.597,444585396813.0,566911557597.0
