row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND Đã điều chỉnh lại
VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),400,27,9.141.913.854.190,9.402.511.334.134,400.0,27.0,9141913854190.0,9402511334134.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,,9.121.740.964.288,9.380.296.817.212,410.0,,9121740964288.0,9380296817212.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,28,5.000.000.000.000,5.000.000.000.000,411.0,28.0,5000000000000.0,5000000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,30.361.932.352,30.361.932.352,412.0,,30361932352.0,30361932352.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,214.733.466.584,141.681.258.484,414.0,,214733466584.0,141681258484.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,(747.830.122.185),(747.830.122.185),416.0,,-747830122185.0,-747830122185.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,29,777.414.063.148,729.561.831.692,418.0,29.0,777414063148.0,729561831692.0
Lợi nhuận sau thuế (“LNST”)chưa phân phối,Lợi nhuận sau thuế (“LNST”)chưa phân phối,Lợi nhuận sau thuế (“LNST”)chưa phân phối,421,,874.895.018.691,1.227.618.429.680,421.0,,874895018691.0,1227618429680.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,709.368.085.793,633.304.941.695,,,709368085793.0,633304941695.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,165.526.932.898,594.313.487.985,,,165526932898.0,594313487985.0
Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,422,30,543.092.845.095,543.092.845.095,422.0,30.0,543092845095.0,543092845095.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,2.429.073.760.603,2.455.810.642.094,429.0,,2429073760603.0,2455810642094.0
Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,430,,20.172.889.902,22.214.516.922,430.0,,20172889902.0,22214516922.0
Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,432,,20.172.889.902,22.214.516.922,432.0,,20172889902.0,22214516922.0
TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,19.076.270.669.889,20.009.762.526.552,440.0,,19076270669889.0,20009762526552.0
