row_label_raw,row_label_full,col_0,31/12/2023 > Tỷ lệ sở hữu %,31/12/2023 > Tỷ lệ quyền biểu quyết %,31/12/2023 > Giá trị ghi số theo phương pháp vốn chủ VND,31/12/2023 > Giá trị hợp lý VND,31/12/2023 > Tỷ lệ sở hữu %_1,1/1/2023 > Tỷ lệ quyền biểu quyết %,1/1/2023 > Giá trị ghi số theo phương pháp vốn chủ VND,1/1/2023 > Giá trị hợp lý VND,numeric__31/12/2023 > Tỷ lệ sở hữu %,numeric__31/12/2023 > Tỷ lệ quyền biểu quyết %,numeric__31/12/2023 > Giá trị ghi số theo phương pháp vốn chủ VND,numeric__31/12/2023 > Giá trị hợp lý VND,numeric__31/12/2023 > Tỷ lệ sở hữu %_1,numeric__1/1/2023 > Tỷ lệ quyền biểu quyết %,numeric__1/1/2023 > Giá trị ghi số theo phương pháp vốn chủ VND,numeric__1/1/2023 > Giá trị hợp lý VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,
▪ Tổng Công ty May 10 - CTCP,Công ty liên kết > ▪ Tổng Công ty May 10 - CTCP,▪ Tổng Công ty May 10 - CTCP,"33,82%","33,82%",119.017.227.717,(*),"33,82%","33,82%",102.799.518.161,(*),0.3382,0.3382,119017227717.0,,0.3382,0.3382,102799518161.0,
▪ Tổng Công ty Cổ phần May Việt Tiến,Công ty liên kết > ▪ Tổng Công ty Cổ phần May Việt Tiến,▪ Tổng Công ty Cổ phần May Việt Tiến,"30,40%","30,40%",483.063.884.409,(*),"30,40%","30,40%",441.859.777.428,(*),0.304,0.304,483063884409.0,,0.304,0.304,441859777428.0,
▪ Tổng Công ty Việt Thắng - CTCP,Công ty liên kết > ▪ Tổng Công ty Việt Thắng - CTCP,▪ Tổng Công ty Việt Thắng - CTCP,"46,93%","46,93%",96.942.256.451,(*),"46,93%","46,93%",93.266.241.853,(*),0.4693,0.4693,96942256451.0,,0.4693,0.4693,93266241853.0,
▪ Tổng Công ty May Nhà Bè - CTCP,Công ty liên kết > ▪ Tổng Công ty May Nhà Bè - CTCP,▪ Tổng Công ty May Nhà Bè - CTCP,"26,37%","26,37%",113.147.892.609,(*),"26,37%","26,37%",102.396.916.313,(*),0.2637,0.2637,113147892609.0,,0.2637,0.2637,102396916313.0,
▪ Tổng Công ty May Đức Giang - CTCP,Công ty liên kết > ▪ Tổng Công ty May Đức Giang - CTCP,▪ Tổng Công ty May Đức Giang - CTCP,"35,22%","35,22%",53.880.869.010,(*),"35,22%","35,22%",45.939.661.786,(*),0.3522,0.3522,53880869010.0,,0.3522,0.3522,45939661786.0,
▪ Tổng Công ty May Hưng Yên - CTCP,Công ty liên kết > ▪ Tổng Công ty May Hưng Yên - CTCP,▪ Tổng Công ty May Hưng Yên - CTCP,"35,01%","35,01%",124.107.824.622,(*),"35,01%","35,01%",117.158.056.719,(*),0.35009999999999997,0.35009999999999997,124107824622.0,,0.35009999999999997,0.35009999999999997,117158056719.0,
▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,Công ty liên kết > ▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,"30,00%","30,00%",84.795.901.963,(*),"30,00%","30,00%",84.795.901.963,(*),0.3,0.3,84795901963.0,,0.3,0.3,84795901963.0,
▪ Công ty TNHH Coats Phong Phú,Công ty liên kết > ▪ Công ty TNHH Coats Phong Phú,▪ Công ty TNHH Coats Phong Phú,"17,86%","17,86%",1.227.918.461.542,(*),"17,86%","17,86%",1.017.097.499.417,(*),0.17859999999999998,0.17859999999999998,1227918461542.0,,0.17859999999999998,0.17859999999999998,1017097499417.0,
▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,Công ty liên kết > ▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,"22,05%","22,05%",120.958.627.522,(*),"22,05%","22,05%",117.043.582.088,(*),0.2205,0.2205,120958627522.0,,0.2205,0.2205,117043582088.0,
▪ Các khoản đầu tư tại công ty liên kết khác,Công ty liên kết > ▪ Các khoản đầu tư tại công ty liên kết khác,▪ Các khoản đầu tư tại công ty liên kết khác,,,480.611.531.521,(*),,,664.778.098.586,(*),,,480611531521.0,,,,664778098586.0,
,,,,,2.904.444.477.366,,,,2.787.135.254.314,,,,2904444477366.0,,,,2787135254314.0,
