row_label_raw,row_label_full,col_0,2023VND,2022VNDĐã điều chỉnh lại,numeric__2023VND,numeric__2022VNDĐã điều chỉnh lại
Chi phí nhân viên văn phòng,Chi phí nhân viên văn phòng,Chi phí nhân viên văn phòng,381.516.365.676,368.689.780.595,381516365676.0,368689780595.0
Chi phí đồ dùng văn phòng và vật liệu quản lý,Chi phí đồ dùng văn phòng và vật liệu quản lý,Chi phí đồ dùng văn phòng và vật liệu quản lý,23.222.139.218,32.913.965.800,23222139218.0,32913965800.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,46.359.125.826,46.638.297.013,46359125826.0,46638297013.0
Trích lập dự phòng phải thu khó đòi,Trích lập dự phòng phải thu khó đòi,Trích lập dự phòng phải thu khó đòi,14.333.143.440,(13.282.697.528),14333143440.0,-13282697528.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",34.113.000.253,41.857.541.936,34113000253.0,41857541936.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,131.787.709.483,133.345.858.711,131787709483.0,133345858711.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,115.236.273.886,85.604.965.285,115236273886.0,85604965285.0
Công tác phí,Công tác phí,Công tác phí,5.781.911.440,11.126.573.293,5781911440.0,11126573293.0
Chi phí tiếp khách,Chi phí tiếp khách,Chi phí tiếp khách,2.132.718.559,12.904.588.734,2132718559.0,12904588734.0
Chi phí khác,Chi phí khác,Chi phí khác,47.130.822.729,85.769.350.874,47130822729.0,85769350874.0
,,,801.613.210.510,805.568.224.713,801613210510.0,805568224713.0
