row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND Đã điều chỉnh lại
Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,10.064.370.417.603,10.483.522.938.904,200.0,,10064370417603.0,10483522938904.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,47.424.641.529,97.978.293.843,210.0,,47424641529.0,97978293843.0
Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,212,,-,14.917.485.000,212.0,,,14917485000.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8,4.685.720.000,34.041.093.698,215.0,8.0,4685720000.0,34041093698.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),148.848.846.325,155.129.639.941,216.0,,148848846325.0,155129639941.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,10,(106.109.924.796),(106.109.924.796),219.0,10.0,-106109924796.0,-106109924796.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,5.871.927.505.393,6.258.998.503.293,220.0,,5871927505393.0,6258998503293.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,5.631.367.708.397,5.982.786.226.284,221.0,12.0,5631367708397.0,5982786226284.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,14.066.042.299.637,14.050.085.493.432,222.0,,14066042299637.0,14050085493432.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(8.434.674.591.240),(8.067.299.267.148),223.0,,-8434674591240.0,-8067299267148.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,13,146.632.497.134,180.640.688.202,224.0,13.0,146632497134.0,180640688202.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,168.730.898.213,259.886.672.342,225.0,,168730898213.0,259886672342.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(22.098.401.079),(79.245.984.140),226.0,,-22098401079.0,-79245984140.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,93.927.299.862,95.571.588.807,227.0,14.0,93927299862.0,95571588807.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,146.689.808.395,155.582.601.062,228.0,,146689808395.0,155582601062.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(52.762.508.533),(60.011.012.255),229.0,,-52762508533.0,-60011012255.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,15,275.630.323.034,382.731.447.149,230.0,15.0,275630323034.0,382731447149.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,369.186.255.985,500.054.345.295,231.0,,369186255985.0,500054345295.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(93.555.932.951),(117.322.898.146),232.0,,-93555932951.0,-117322898146.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,448.831.940.444,469.334.700.287,240.0,,448831940444.0,469334700287.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,65.337.246.943,241.0,,,65337246943.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,16,448.831.940.444,403.997.453.344,242.0,16.0,448831940444.0,403997453344.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,3.098.825.758.060,2.933.066.466.364,250.0,,3098825758060.0,2933066466364.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,6(b),2.904.444.477.366,2.787.135.254.314,252.0,,2904444477366.0,2787135254314.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,6(b),182.643.001.466,179.577.524.232,253.0,,182643001466.0,179577524232.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,6(b),(147.947.320.772),(144.646.312.182),254.0,,-147947320772.0,-144646312182.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,6(a),159.685.600.000,111.000.000.000,255.0,,159685600000.0,111000000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,321.730.249.143,341.413.527.968,260.0,,321730249143.0,341413527968.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,17(b),307.068.866.879,320.500.742.954,261.0,,307068866879.0,320500742954.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,18,14.080.023.331,20.331.426.081,262.0,18.0,14080023331.0,20331426081.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,581.358.933,581.358.933,268.0,,581358933.0,581358933.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,19.076.270.669.889,20.009.762.526.552,270.0,,19076270669889.0,20009762526552.0
