row_label_raw,row_label_full,Số dư đầu năm,2021 > Chênh lệch tạm thời VND > 6.266.475.890,2021 > Giá trị tính thuế VND > 1.253.295.178,2021 > Lỗ tính thuế VND > 365.664.245.706,2021 > Giá trị tính thuế VND > 68.015.296.896,numeric__2021 > Chênh lệch tạm thời VND > 6.266.475.890,numeric__2021 > Giá trị tính thuế VND > 1.253.295.178,numeric__2021 > Lỗ tính thuế VND > 365.664.245.706,numeric__2021 > Giá trị tính thuế VND > 68.015.296.896
Chênh lệch tạm thời chưa ghi nhận phát sinh,Chênh lệch tạm thời chưa ghi nhận phát sinh,Chênh lệch tạm thời chưa ghi nhận phát sinh,8.875.159.532,1.775.031.906,-,-,8875159532.0,1775031906.0,,
Lỗ tính thuế phát sinh,Lỗ tính thuế phát sinh,Lỗ tính thuế phát sinh,-,-,296.542.811.426,57.047.421.608,,,296542811426.0,57047421608.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,-,-,(80.014.766.731),(19.177.704.198),,,-80014766731.0,-19177704198.0
Lỗ tính thuế mất hiệu lực,Lỗ tính thuế mất hiệu lực,Lỗ tính thuế mất hiệu lực,-,-,(93.420.073.796),(17.195.324.872),,,-93420073796.0,-17195324872.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,15.141.635.422,3.028.327.084,488.772.216.605,88.689.689.434,15141635422.0,3028327084.0,488772216605.0,88689689434.0
