row_label_raw,row_label_full,col_0,31/12/2021VND,1/1/2021VND,numeric__31/12/2021VND,numeric__1/1/2021VND
Lãi tiền gửi ngân hàng và cổ tức phải thu,Lãi tiền gửi ngân hàng và cổ tức phải thu,Lãi tiền gửi ngân hàng và cổ tức phải thu,10.943.784.107,28.112.677.537,10943784107.0,28112677537.0
Các khoản tạm ứng cho nhân viên (*),Các khoản tạm ứng cho nhân viên (*),Các khoản tạm ứng cho nhân viên (*),44.167.497.304,39.775.899.480,44167497304.0,39775899480.0
Tạm ứng cho nông dân (Thuyết minh 8(b)),Tạm ứng cho nông dân (Thuyết minh 8(b)),Tạm ứng cho nông dân (Thuyết minh 8(b)),,7.306.508.578,,7306508578.0
Chi hộ khách hàng,Chi hộ khách hàng,Chi hộ khách hàng,3.677.787.757,,3677787757.0,
"Bảo hiểm xã hội, bảo hiểm y tế phải thu người lao động","Bảo hiểm xã hội, bảo hiểm y tế phải thu người lao động","Bảo hiểm xã hội, bảo hiểm y tế phải thu người lao động",4.228.763.930,3.147.055.623,4228763930.0,3147055623.0
Ký quỹ ngắn hạn thuê văn phòng,Ký quỹ ngắn hạn thuê văn phòng,Ký quỹ ngắn hạn thuê văn phòng,521.295.021,521.295.021,521295021.0,521295021.0
Ký quỹ ngắn hạn khác,Ký quỹ ngắn hạn khác,Ký quỹ ngắn hạn khác,8.700.000.000,5.625.000.000,8700000000.0,5625000000.0
Cho người lao động vay,Cho người lao động vay,Cho người lao động vay,3.900.000.000,4.500.000.000,3900000000.0,4500000000.0
Phải thu khác,Phải thu khác,Phải thu khác,20.804.185.438,13.724.308.975,20804185438.0,13724308975.0
,,,96.943.313.557,102.712.745.214,96943313557.0,102712745214.0
