row_label_raw,row_label_full,Ngày 1 tháng 1 năm 2021,Địa chỉ,% quyền biểu quyết,% lợi ích kinh tế,Giá trị ghi số VND,Giá trị hợp lý VND,numeric__Địa chỉ,numeric__% quyền biểu quyết,numeric__% lợi ích kinh tế,numeric__Giá trị ghi số VND,numeric__Giá trị hợp lý VND
Dầu tư góp vốn vào:,Dầu tư góp vốn vào:,Dầu tư góp vốn vào:,Dầu tư góp vốn vào:,Dầu tư góp vốn vào:,Dầu tư góp vốn vào:,Dầu tư góp vốn vào:,Dầu tư góp vốn vào:,,,,,
Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),Dầu tư góp vốn vào: > Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),"Thành phố Hồ Chí Minh, Việt Nam","49,00%","49,00%",7.747.508.243,(*),,0.49,0.49,7747508243.0,
Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),Dầu tư góp vốn vào: > Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),"Tỉnh Hậu Giang, Việt Nam","49,00%","49,00%",184.231.043.792,(*),,0.49,0.49,184231043792.0,
Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),Dầu tư góp vốn vào: > Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),Công ty liên kết▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sảnMinh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics(“Mekong Logistics”),,,,191.978.552.035,,,,,191978552035.0,
Công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,Dầu tư góp vốn vào: > Công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,Công ty khác▪ Công ty Cổ phần Hạ tầng Sài Gòn – Cà Mau,"Tỉnh Cà Mau, Việt Nam","10,00%","10,00%",7.000.000.000,(*),,0.1,0.1,7000000000.0,
