row_label_raw,row_label_full,col_0,1/1/2021VND,Số đã được hoàn lạiVND,Số phân loại lại/(cần trừ)VND,31/12/2021VND,numeric__1/1/2021VND,numeric__Số đã được hoàn lạiVND,numeric__Số phân loại lại/(cần trừ)VND,numeric__31/12/2021VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.618.917.917,-,12.959.348.917,22.578.266.834,9618917917.0,,12959348917.0,22578266834.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,98.644.067,-,(31.474.869),67.169.198,98644067.0,,-31474869.0,67169198.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,828.665.877,(67.437.180),-,761.228.697,828665877.0,-67437180.0,,761228697.0
Thuế khác,Thuế khác,Thuế khác,571.186.464,-,3.000.000,574.186.464,571186464.0,,3000000.0,574186464.0
,,,11.117.414.325,(67.437.180),12.930.874.048,23.980.851.193,11117414325.0,-67437180.0,12930874048.0,23980851193.0
