row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2021VND > 1.105.931.773,Số phát sinhVND > 152.980.819.750,Số đã nộpVND > (15.044.186.702),Số phân loại lại/(cần trừ)VND > (134.894.508.657),Chênh lệchqui đổi tiền tệVND > (190.584.550),31/12/2021VND > 3.957.471.614,numeric__1/1/2021VND > 1.105.931.773,numeric__Số phát sinhVND > 152.980.819.750,numeric__Số đã nộpVND > (15.044.186.702),numeric__Số phân loại lại/(cần trừ)VND > (134.894.508.657),numeric__Chênh lệchqui đổi tiền tệVND > (190.584.550),numeric__31/12/2021VND > 3.957.471.614
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,12.313.017.607,69.248.845.525,(90.840.190.972),12.959.348.917,154.393.200,3.835.414.277,12313017607.0,69248845525.0,-90840190972.0,12959348917.0,154393200.0,3835414277.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.610.071.441,27.588.674.788,(15.393.441.815),(31.474.869),-,13.773.829.545,1610071441.0,27588674788.0,-15393441815.0,-31474869.0,,13773829545.0
Thuế khác,Thuế khác,Thuế khác,720.000,2.649.308.259,(2.659.624.827),3.000.000,7.316.568,720.000,720000.0,2649308259.0,-2659624827.0,3000000.0,7316568.0,720000.0
,,,15.029.740.821,252.467.648.322,(123.937.444.316),(121.963.634.609),(28.874.782),21.567.435.436,15029740821.0,252467648322.0,-123937444316.0,-121963634609.0,-28874782.0,21567435436.0
(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,,,,,,
,,,1/1/2021VND,Số phát sinhVND,Số đã đượchoàn lạiVND,Số đã cán trừVND,Chênh lệchtỷ giá hối đoaiVND,31/12/2021VND,,,,,,
Thuế giá trị gia tăng đượckhẩu trừ,(b) Thuế giá trị gia tăng được khấu trừ > Thuế giá trị gia tăng đượckhẩu trừ,Thuế giá trị gia tăng đượckhẩu trừ,29.004.558.928,291.503.932.490,(130.404.786.781),(134.894.508.657),(83.014.526),55.126.181.454,29004558928.0,291503932490.0,-130404786781.0,-134894508657.0,-83014526.0,55126181454.0
