row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Lợi thế kinh doanhtừ cổ phần hóaVND,Công cụ vàdụng cụVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Lợi thế kinh doanhtừ cổ phần hóaVND,numeric__Công cụ vàdụng cụVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,85.372.636.895,28.209.340.381,79.647.109.247,193.229.086.523,85372636895.0,28209340381.0,79647109247.0,193229086523.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,7.520.704.317,7.520.704.317,,,7520704317.0,7520704317.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,2.432.979.833,-,28.857.049.081,31.290.028.914,2432979833.0,,28857049081.0,31290028914.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.131.404.558),(3.134.371.152),(35.678.148.242),(40.943.923.952),-2131404558.0,-3134371152.0,-35678148242.0,-40943923952.0
Thanh lý,Thanh lý,Thanh lý,-,-,(205.330.251),(205.330.251),,,-205330251.0,-205330251.0
Phân loại lại,Phân loại lại,Phân loại lại,(4.856.782),-,4.856.782,-,-4856782.0,,4856782.0,
Chênh lệch quy đổi tỷ giá hồi đoái,Chênh lệch quy đổi tỷ giá hồi đoái,Chênh lệch quy đổi tỷ giá hồi đoái,-,-,59.660.079,59.660.079,,,59660079.0,59660079.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,85.669.355.388,25.074.969.229,80.205.901.013,190.950.225.630,85669355388.0,25074969229.0,80205901013.0,190950225630.0
