row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,2.621.967.572.364,3.162.852.516.137,2621967572364.0,3162852516137.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,524.393.514.473,632.570.503.227,524393514473.0,632570503227.0
Ảnh hưởng của các mức thuế suất ưu đãi áp dụng cho các công ty con,Ảnh hưởng của các mức thuế suất ưu đãi áp dụng cho các công ty con,Ảnh hưởng của các mức thuế suất ưu đãi áp dụng cho các công ty con,(199.751.491.179),(282.158.433.150),-199751491179.0,-282158433150.0
Ảnh hưởng của phần lãi trong công ty liên kết,Ảnh hưởng của phần lãi trong công ty liên kết,Ảnh hưởng của phần lãi trong công ty liên kết,(1.063.686.798),(1.329.608.500),-1063686798.0,-1329608500.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,5.211.913.869,3.449.838.134,5211913869.0,3449838134.0
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,29.147.555.930,480.080.680,29147555930.0,480080680.0
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(213.273.480),-,-213273480.0,
Ảnh hưởng của phân bổ lợi thế thương mại,Ảnh hưởng của phân bổ lợi thế thương mại,Ảnh hưởng của phân bổ lợi thế thương mại,13.760.150.587,13.533.683.031,13760150587.0,13533683031.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,4.485.212.881,5.194.205.320,4485212881.0,5194205320.0
,,,375.969.896.283,371.740.268.742,375969896283.0,371740268742.0
