row_label_raw,row_label_full,Số ngày quá hạn > 0 – 30 ngày > 31 – 180 ngày > 181 – 365 ngày > Trên 365 ngày,31/12/2017 > Giá gốc VND > 36.838.920.894 > 19.580.544.666 > 33.200.323 > 15.179.401,31/12/2017 > Dự phòng VND > - > (7.589.706),31/12/2017 > Giá trị có thể thu hồi VND > 36.838.920.894 > 19.580.544.666 > 33.200.323 > 7.589.695,1/1/2017 > Giá gốc VND > 43.712.307.539 > 562.712.024 > 119.942.347 > 1.283.068.350,1/1/2017 > Dự phòng VND > - > (4.553.821) > (1.212.473.536),1/1/2017 > Giá trị có thể thu hồi VND > 43.712.307.539 > 562.712.024 > 115.388.526 > 70.594.814,numeric__31/12/2017 > Giá gốc VND > 36.838.920.894 > 19.580.544.666 > 33.200.323 > 15.179.401,numeric__31/12/2017 > Dự phòng VND > - > (7.589.706),numeric__31/12/2017 > Giá trị có thể thu hồi VND > 36.838.920.894 > 19.580.544.666 > 33.200.323 > 7.589.695,numeric__1/1/2017 > Giá gốc VND > 43.712.307.539 > 562.712.024 > 119.942.347 > 1.283.068.350,numeric__1/1/2017 > Dự phòng VND > - > (4.553.821) > (1.212.473.536),numeric__1/1/2017 > Giá trị có thể thu hồi VND > 43.712.307.539 > 562.712.024 > 115.388.526 > 70.594.814
,,,56.467.845.284,(7.589.706),56.460.255.578,45.678.030.260,(1.217.027.357),44.461.002.903,56467845284.0,-7589706.0,56460255578.0,45678030260.0,-1217027357.0,44461002903.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,,(7.589.706),,,(1.217.027.357),,,-7589706.0,,,-1217027357.0,
