row_label_raw,row_label_full,col_0,Mã số,2017 VND,2016 VND,numeric__Mã số,numeric__2017 VND,numeric__2016 VND
LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,2.621.967.572.364,3.162.852.516.137,1.0,2621967572364.0,3162852516137.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,674.245.273.989,684.365.934.207,2.0,674245273989.0,684365934207.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,30.761.091.598,52.262.080.735,3.0,30761091598.0,52262080735.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,465.899.740,88.494.016,4.0,465899740.0,88494016.0
Lỗ từ thanh lý và xóa số tài sản cố định và chi phí xây dựng cơ bản dở dang,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lỗ từ thanh lý và xóa số tài sản cố định và chi phí xây dựng cơ bản dở dang,Lỗ từ thanh lý và xóa số tài sản cố định và chi phí xây dựng cơ bản dở dang,05,2.012.204.594,1.935.134.443,5.0,2012204594.0,1935134443.0
Thu nhập lãi từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Thu nhập lãi từ các hoạt động đầu tư,Thu nhập lãi từ các hoạt động đầu tư,05,(453.172.625.151),(480.348.042.703),5.0,-453172625151.0,-480348042703.0
Lợi nhuận được chia từ một công ty liên kết,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận được chia từ một công ty liên kết,Lợi nhuận được chia từ một công ty liên kết,05,(5.318.434.000),(6.648.042.500),5.0,-5318434000.0,-6648042500.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,131.876.543.711,117.857.140.158,6.0,131876543711.0,117857140158.0
Lợi nhuận từ các hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ các hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ các hoạt động kinh doanh trước những thay đổi vốn lưu động,08,3.002.837.526.845,3.532.365.214.493,8.0,3002837526845.0,3532365214493.0
Biến động các khoản phải thu và tài sản ngắn hạn khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu và tài sản ngắn hạn khác,Biến động các khoản phải thu và tài sản ngắn hạn khác,09,(39.021.357.334),42.648.772.998,9.0,-39021357334.0,42648772998.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(322.145.799.020),34.018.360.660,10.0,-322145799020.0,34018360660.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,(17.270.444.352),(108.318.131.689),11.0,-17270444352.0,-108318131689.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,35.077.038.825,25.963.823.781,12.0,35077038825.0,25963823781.0
,,,,2.659.476.964.964,3.526.678.040.243,,2659476964964.0,3526678040243.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(128.967.211.624),(115.044.203.443),14.0,-128967211624.0,-115044203443.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(417.362.885.649),(431.051.744.862),15.0,-417362885649.0,-431051744862.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(196.600.000),(12.840.046.137),17.0,-196600000.0,-12840046137.0
Lưu chuyển tiền thuần từ các hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ các hoạt động kinh doanh,Lưu chuyển tiền thuần từ các hoạt động kinh doanh,20,2.112.950.267.691,2.967.742.045.801,20.0,2112950267691.0,2967742045801.0
