row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,63.051.082.034,53.148.290.717,63051082034.0,53148290717.0
Xóa khoản bồi thường,Xóa khoản bồi thường,Xóa khoản bồi thường,51.102.000.000,-,51102000000.0,
"Các khoản phạt, bồi thường","Các khoản phạt, bồi thường","Các khoản phạt, bồi thường",518.026.690,171.450.008,518026690.0,171450008.0
Xóa số công nợ,Xóa số công nợ,Xóa số công nợ,1.717.935.076,4.498.345.539,1717935076.0,4498345539.0
Xóa lãi chậm trả,Xóa lãi chậm trả,Xóa lãi chậm trả,-,38.099.383.767,,38099383767.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,-,4.301.496.296,,4301496296.0
Khác,Khác,Khác,9.713.120.268,6.077.615.107,9713120268.0,6077615107.0
Chỉ phí khác,Chỉ phí khác,Chỉ phí khác,(19.116.333.293),(11.829.532.346),-19116333293.0,-11829532346.0
Xóa số xây dựng cơ bản đồ dang,Xóa số xây dựng cơ bản đồ dang,Xóa số xây dựng cơ bản đồ dang,(6.298.089.747),-,-6298089747.0,
Lỗ từ xóa số và thanh lý tài sản cố định,Lỗ từ xóa số và thanh lý tài sản cố định,Lỗ từ xóa số và thanh lý tài sản cố định,(4.098.583.272),(694.526.953),-4098583272.0,-694526953.0
"Các khoản phạt, bồi thường","Các khoản phạt, bồi thường","Các khoản phạt, bồi thường",(3.786.959.362),(3.419.005.172),-3786959362.0,-3419005172.0
Khấu hao tài sản không sử dụng,Khấu hao tài sản không sử dụng,Khấu hao tài sản không sử dụng,(2.556.213.135),(286.278.916),-2556213135.0,-286278916.0
Khác,Khác,Khác,(2.376.487.777),(7.429.721.305),-2376487777.0,-7429721305.0
LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,43.934.748.741,41.318.758.371,43934748741.0,41318758371.0
