row_label_raw,row_label_full,Bên liên quan,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH Thương mại TTF,Công ty TNHH Thương mại TTF,Công ty TNHH Thương mại TTF,Bán hàngỨng trướcmua hàngCung cấp dịch vụMua tài sảnChi phí thuêKhác,165.775.287.02110.000.000.0005.991.224.209---,93.076.702.446--7.823.039.20136.477.397.0005.423.000.000166.521.338,,,
OJI Holdings Corporation,Công ty TNHH Thương mại TTF > OJI Holdings Corporation,OJI Holdings Corporation,Mua phầnvốn góp TTOXóa khoảnbồi thường,111.098.205.68051.102.000.000,----,,1.1109820568051101e+22,
Công ty TNHH Trồng rừngTrường Thành OJI,Công ty TNHH Trồng rừngTrường Thành OJI,Công ty TNHH Trồng rừngTrường Thành OJI,Cấn trừ nợ vayThu gốc vayThu lãiLãi cho vay,28.186.232.26911.680.046.5311.642.841.731-,----3.000.031.6994.601.928.267,,,
Công ty Cổ phần Logistics U&I,Công ty TNHH Trồng rừngTrường Thành OJI > Công ty Cổ phần Logistics U&I,Công ty Cổ phần Logistics U&I,Chi phívận chuyển,16.121.089.779,13.685.265.280,,16121089779.0,13685265280.0
Công ty Cổ phần Tuấn HưngTây Nguyên,Công ty Cổ phần Tuấn HưngTây Nguyên,Công ty Cổ phần Tuấn HưngTây Nguyên,Cho vayLãi cho vayThu lãiThu gốc vay,1.700.000.0001.515.183.330910.000.000-,7.440.800.0001.321.916.669-3.500.000.000,,,
Natuzzi Singapore Pte. Ltd.,Công ty Cổ phần Tuấn HưngTây Nguyên > Natuzzi Singapore Pte. Ltd.,Natuzzi Singapore Pte. Ltd.,Lãi vayĐi vay,738.428.109-,712.754.38135.084.000.000,,,7.1275438135084e+19
