row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP Việt NamThương Tín - Chi nhánh BắcSải Gòn > Ngân hàng Nông nghiệp và Phát triển Nông thôn - Chi nhánh Bình Dương > Ngân hàng Thương mại Cổ phần Kiên Long – Chi nhánh Sài Gòn,Số cuối nămVND > 28.510.834.123 > 1.029.000.000 > 193.333.327,Kỳ hạn trả gốc và lãi > Từ ngày 1 tháng 1 năm 2026 đến ngày 3 tháng 1 năm 2032 > Ngày 14 tháng 1 năm 2026 > Ngày 16 tháng 5 năm 2029,"Lãi suất%/năm > 10,0 > 13,0","Hình thức đãm bảo > - Hàng hóa tồn kho hình thành tử vốn vay;- 8.000.000 cổ phiếu của Tổng công ty Sản xuất – Xuất nhập khẩuBình Dương thuộc sở hữu của Công ty Cổ phần Đầu tư U&I;- Tài sản gắn liền với đất tại các Thừa đất số 92, 94, 97, 98, 135, 140, 181, 183, 202, 260, 261, 263, 274, 330, 331, 332, 342, 355, 359, 366, 686, 855, tờ bản đồ số 28; các Thừa đất số 250, 252, 253, tờ bản đồ số 27; và các Thừa đất số 49, 93, 138, tờ bản đồ số 34, địa chỉ: Phương Tây Nam, Thành phố Bến Cát thuộc sở hữu của Ông Đình Hoàng Phương và Bà Viễn Trúc Vy theo Thỏa thuận Thế chấp/Cầm cố Tài sản số CBSG.TTCC.47280624 > Quyền sử dụng đất tại xã Bình Chuẩn.huyện Thuận An. tỉnh Bình Dương > Phương tiện vận tải theo hợp đồng thế chấp số 018/24/HĐTC (TM số 13)",numeric__Số cuối nămVND > 28.510.834.123 > 1.029.000.000 > 193.333.327,numeric__Kỳ hạn trả gốc và lãi > Từ ngày 1 tháng 1 năm 2026 đến ngày 3 tháng 1 năm 2032 > Ngày 14 tháng 1 năm 2026 > Ngày 16 tháng 5 năm 2029,"numeric__Lãi suất%/năm > 10,0 > 13,0","numeric__Hình thức đãm bảo > - Hàng hóa tồn kho hình thành tử vốn vay;- 8.000.000 cổ phiếu của Tổng công ty Sản xuất – Xuất nhập khẩuBình Dương thuộc sở hữu của Công ty Cổ phần Đầu tư U&I;- Tài sản gắn liền với đất tại các Thừa đất số 92, 94, 97, 98, 135, 140, 181, 183, 202, 260, 261, 263, 274, 330, 331, 332, 342, 355, 359, 366, 686, 855, tờ bản đồ số 28; các Thừa đất số 250, 252, 253, tờ bản đồ số 27; và các Thừa đất số 49, 93, 138, tờ bản đồ số 34, địa chỉ: Phương Tây Nam, Thành phố Bến Cát thuộc sở hữu của Ông Đình Hoàng Phương và Bà Viễn Trúc Vy theo Thỏa thuận Thế chấp/Cầm cố Tài sản số CBSG.TTCC.47280624 > Quyền sử dụng đất tại xã Bình Chuẩn.huyện Thuận An. tỉnh Bình Dương > Phương tiện vận tải theo hợp đồng thế chấp số 018/24/HĐTC (TM số 13)"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,29.733.167.450,,,,29733167450.0,,,
Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,5.785.012.21823.948.155.232,,,,5.785012218239481e+20,,,
