row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__VND Số cuối năm
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,13.701.661.307,58.307.811.975,(49.243.121.319),22.766.351.963,13701661307.0,58307811975.0,-49243121319.0,22766351963.0
Thuế thu nhập doanh nghiệp,Phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,14.503.855,-,(14.503.855),-,14503855.0,,-14503855.0,
Khác,Phải thu > Khác,Khác,176.962.543,2.265.785.040,(894.602.120),1.548.145.463,176962543.0,2265785040.0,-894602120.0,1548145463.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,13.893.127.705,60.573.597.015,(50.152.227.294),24.314.497.426,13893127705.0,60573597015.0,-50152227294.0,24314497426.0
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,2.976.635.144,567.781.079,(1.095.165.224),2.449.250.999,2976635144.0,567781079.0,-1095165224.0,2449250999.0
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,2.042.725.323,58.183.765.979,(57.952.510.683),2.273.980.619,2042725323.0,58183765979.0,-57952510683.0,2273980619.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.779.734.590,9.720.522.967,(10.517.862.370),1.982.395.187,2779734590.0,9720522967.0,-10517862370.0,1982395187.0
Phạt thuế,Phải nộp > Phạt thuế,Phạt thuế,16.906.857.647,259.421.819,(16.189.841.973),976.437.493,16906857647.0,259421819.0,-16189841973.0,976437493.0
Khác,Phải nộp > Khác,Khác,394.419.464,3.911.657.586,(3.943.920.319),362.156.731,394419464.0,3911657586.0,-3943920319.0,362156731.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,25.100.372.168,72.643.149.430,(89.699.300.569),8.044.221.029,25100372168.0,72643149430.0,-89699300569.0,8044221029.0
