row_label_raw,row_label_full,col_0,Cổ phiếu phổ thôngcó quyền biểu quyết,Cổ phiếu ưu đãi,Thặng dưvốn cổ phần,Cổ phiếu quỹ,Quỹ đầu tưphát triển,Quỹ khACThuộc vốnchủ sở hữu,Lỗ lũy kế,Tổng cộng,numeric__Cổ phiếu phổ thôngcó quyền biểu quyết,numeric__Cổ phiếu ưu đãi,numeric__Thặng dưvốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tưphát triển,numeric__Quỹ khACThuộc vốnchủ sở hữu,numeric__Lỗ lũy kế,numeric__Tổng cộng
Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,Năm trước:,,,,,,,,
Số đầu năm,Năm trước: > Số đầu năm,Số đầu năm,3.935.483.020.000,176.500.000.000,(517.711.506.620),(552.965.000),17.170.909.622,8.963.110,(3.225.378.128.720),385.520.292.392,3935483020000.0,176500000000.0,-517711506620.0,-552965000.0,17170909622.0,8963110.0,-3225378128720.0,385520292392.0
Lợi nhuận thuậntrong năm,Năm trước: > Lợi nhuận thuậntrong năm,Lợi nhuận thuậntrong năm,-,-,-,-,-,-,6.167.853.175,6.167.853.175,,,,,,,6167853175.0,6167853175.0
Cổ tức cổ phiếuuru đãi,Năm trước: > Cổ tức cổ phiếuuru đãi,Cổ tức cổ phiếuuru đãi,-,-,-,-,-,-,(21.180.000.000),(21.180.000.000),,,,,,,-21180000000.0,-21180000000.0
Số cuối năm,Năm trước: > Số cuối năm,Số cuối năm,3.935.483.020.000,176.500.000.000,(517.711.506.620),(552.965.000),17.170.909.622,8.963.110,(3.240.390.275.545),370.508.145.567,3935483020000.0,176500000000.0,-517711506620.0,-552965000.0,17170909622.0,8963110.0,-3240390275545.0,370508145567.0
Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,,,,,,,,
Số đầu năm,Năm nay: > Số đầu năm,Số đầu năm,3.935.483.020.000,176.500.000.000,(517.711.506.620),(552.965.000),17.170.909.622,8.963.110,(3.240.390.275.545),370.508.145.567,3935483020000.0,176500000000.0,-517711506620.0,-552965000.0,17170909622.0,8963110.0,-3240390275545.0,370508145567.0
Lợi nhuận thậntrong năm,Năm nay: > Lợi nhuận thậntrong năm,Lợi nhuận thậntrong năm,-,-,-,-,-,-,11.038.234.647,11.038.234.647,,,,,,,11038234647.0,11038234647.0
Cổ tức cổ phiếuuru đãi (TM số 21) (*),Năm nay: > Cổ tức cổ phiếuuru đãi (TM số 21) (*),Cổ tức cổ phiếuuru đãi (TM số 21) (*),-,-,-,-,-,-,(21.180.000.000),(21.180.000.000),,,,,,,-21180000000.0,-21180000000.0
Số cuối năm,Năm nay: > Số cuối năm,Số cuối năm,3.935.483.020.000,176.500.000.000,(517.711.506.620),(552.965.000),17.170.909.622,8.963.110,(3.250.532.040.898),360.366.380.214,3935483020000.0,176500000000.0,-517711506620.0,-552965000.0,17170909622.0,8963110.0,-3250532040898.0,360366380214.0
