row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (phân loại lại - Thuyết minh số 35),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (phân loại lại - Thuyết minh số 35)
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.573.638.988.580,1.360.560.819.905,,,1573638988580.0,1360560819905.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,57.816.953.118,104.821.080.939,,5.0,57816953118.0,104821080939.0
111,111,111,1. Tiền,,35.340.295.118,54.527.182.580,,,35340295118.0,54527182580.0
112,112,112,2. Các khoản tương đương tiền,,22.476.658.000,50.293.898.359,,,22476658000.0,50293898359.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,97.921.601.023,16.328.710.194,,,97921601023.0,16328710194.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,6,97.921.601.023,16.328.710.194,,6.0,97921601023.0,16328710194.0
130,130,130,III. Các khoản phải thu ngắn hạn,,963.031.526.941,867.432.018.406,,,963031526941.0,867432018406.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7,656.475.105.381,530.234.364.882,,7.0,656475105381.0,530234364882.0
132,132,132,2. Trả trước cho người bản ngắn hạn,8,232.783.421.832,235.681.592.558,,8.0,232783421832.0,235681592558.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,7.256.450.927,7.256.450.927,,,7256450927.0,7256450927.0
135,135,135,4. Phải thu về cho vay ngắn hạn,9,68.552.901.073,97.219.179.873,,9.0,68552901073.0,97219179873.0
136,136,136,5. Phải thu ngắn hạn khác,10,159.175.671.215,134.497.611.831,,10.0,159175671215.0,134497611831.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,11,(161.212.023.487),(137.457.181.665),,11.0,-161212023487.0,-137457181665.0
140,140,140,IV. Hàng tồn kho,12,405.393.088.799,337.731.237.402,,12.0,405393088799.0,337731237402.0
141,141,141,1. Hàng tồn kho,,428.716.846.176,361.016.427.213,,,428716846176.0,361016427213.0
149,149,149,2. Dự phòng giảm giả hàng tồn kho,,(23.323.757.377),(23.285.189.811),,,-23323757377.0,-23285189811.0
150,150,150,V. Tài sản ngắn hạn khác,,49.475.818.699,34.247.772.964,,,49475818699.0,34247772964.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,16,25.161.321.273,20.354.645.259,,16.0,25161321273.0,20354645259.0
152,152,152,2. Thuế GTGT được khấu trừ,20,22.766.351.963,13.701.661.307,,20.0,22766351963.0,13701661307.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,1.548.145.463,191.466.398,,20.0,1548145463.0,191466398.0
