row_label_raw,row_label_full,Ngân hàng TMCP Ngoại thương Việt Nam > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam > Ngân hàng TMCP Công thương Việt Nam > Ngân hàng Việt Nam Thịnh Vượng,Loại tiền > VND,Lãi suất năm > Lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > Lãi suất ưu đãi từ nguồn vốn hỗ trợ chương trình phát triển Năng lượng tái tạo (REDP) của WB và biên độ > Lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > Lãi suất ưu đãi từ nguồn vốn hỗ trợ chương trình phát triển Năng lượng tái tạo (REDP) của WB và biên độ > Lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ,Năm đáo hạn > 180 tháng kể từ ngày giải ngân > 156 tháng kể từ ngày tiếp theo ngày giải ngân đầu tiên > 180 tháng kể từ ngày giải ngân > 168 tháng kể từ ngày giải ngân > 180 tháng kể từ ngày giải ngân > 168 tháng kể từ ngày giải ngân > 48 tháng kể từ ngày giải ngân,Mục đích vay > Xây dựng dự án Thủy điện Bảo Lâm 3 > Xây dựng dự án Thủy điện Trung Thu > Xây dựng dự án Thủy điện Sông Nhiệm 4 > Xây dựng dự án Thủy điện Bảo Lâm 1 > Xây dựng dự án Thủy điện Mông Ân > Xây dựng dự án Thủy điện Bảo Lâm 3 A > Xây dựng dự án Thủy điện Bảo Lạc B > Xây dựng dự án bất động sản PCC1 Thanh Xuân,31/12/2020 > VND > 442.709.898.607 > 403.992.000.000 > 158.384.664.979 > 463.568.395.700 > 540.540.000.000 > 55.339.170.283 > 256.562.169.299 > -,01/01/2020 > VND > 490.709.898.607 > 448.880.000.000 > - > 498.368.395.700 > 496.873.704.315 > 62.339.170.283 > 86.439.942.963 > 133.122.494.802,numeric__Loại tiền > VND,numeric__Lãi suất năm > Lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > Lãi suất ưu đãi từ nguồn vốn hỗ trợ chương trình phát triển Năng lượng tái tạo (REDP) của WB và biên độ > Lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > Lãi suất ưu đãi từ nguồn vốn hỗ trợ chương trình phát triển Năng lượng tái tạo (REDP) của WB và biên độ > Lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ,numeric__Năm đáo hạn > 180 tháng kể từ ngày giải ngân > 156 tháng kể từ ngày tiếp theo ngày giải ngân đầu tiên > 180 tháng kể từ ngày giải ngân > 168 tháng kể từ ngày giải ngân > 180 tháng kể từ ngày giải ngân > 168 tháng kể từ ngày giải ngân > 48 tháng kể từ ngày giải ngân,numeric__Mục đích vay > Xây dựng dự án Thủy điện Bảo Lâm 3 > Xây dựng dự án Thủy điện Trung Thu > Xây dựng dự án Thủy điện Sông Nhiệm 4 > Xây dựng dự án Thủy điện Bảo Lâm 1 > Xây dựng dự án Thủy điện Mông Ân > Xây dựng dự án Thủy điện Bảo Lâm 3 A > Xây dựng dự án Thủy điện Bảo Lạc B > Xây dựng dự án bất động sản PCC1 Thanh Xuân,numeric__31/12/2020 > VND > 442.709.898.607 > 403.992.000.000 > 158.384.664.979 > 463.568.395.700 > 540.540.000.000 > 55.339.170.283 > 256.562.169.299 > -,numeric__01/01/2020 > VND > 490.709.898.607 > 448.880.000.000 > - > 498.368.395.700 > 496.873.704.315 > 62.339.170.283 > 86.439.942.963 > 133.122.494.802
,,,,,,,2.321.096.298.868,2.216.733.606.670,,,,,2321096298868.0,2216733606670.0
,,,,,,,(149.768.000.000),(120.535.500.000),,,,,-149768000000.0,-120535500000.0
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,,,,,2.171.328.298.868,2.096.198.106.670,,,,,2171328298868.0,2096198106670.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,,,,,,,,,
