row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020 > VND,Năm 2019 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 > VND,numeric__Năm 2019 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,6.678.600.581.343,5.845.022.832.914,,26.0,6678600581343.0,5845022832914.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,6.678.600.581.343,5.845.022.832.914,,,6678600581343.0,5845022832914.0
11,02 > 11,11,4. Giá vốn hàng bán,27,5.516.946.091.407,5.026.317.725.244,,27.0,5516946091407.0,5026317725244.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.161.654.489.936,818.705.107.670,,,1161654489936.0,818705107670.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,28,37.255.892.764,37.795.661.776,,28.0,37255892764.0,37795661776.0
22,02 > 22,22,7. Chi phí tài chính,29,243.840.926.915,171.823.146.941,,29.0,243840926915.0,171823146941.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,242.367.390.588,171.290.382.458,,,242367390588.0,171290382458.0
24,02 > 24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,18.043.746.585,(33.454.957.945),,,18043746585.0,-33454957945.0
25,02 > 25,25,9. Chi phí bán hàng,30,70.552.235.921,22.433.676.269,,30.0,70552235921.0,22433676269.0
26,02 > 26,26,10. Chi phí quản lý doanh nghiệp,31,267.722.567.030,201.890.172.239,,31.0,267722567030.0,201890172239.0
30,02 > 30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,634.838.399.419,426.898.816.052,,,634838399419.0,426898816052.0
31,02 > 31,31,12. Thu nhập khác,32,28.329.992.990,8.392.512.638,,32.0,28329992990.0,8392512638.0
32,02 > 32,32,13. Chi phí khác,33,11.356.483.186,2.418.033.917,,33.0,11356483186.0,2418033917.0
40,02 > 40,40,14. Lợi nhuận khác,,16.973.509.804,5.974.478.721,,,16973509804.0,5974478721.0
50,02 > 50,50,15. Tổng lợi nhuận kế toán trước thuế,,651.811.909.223,432.873.294.773,,,651811909223.0,432873294773.0
51,02 > 51,51,16 Chi phí thuế thu nhập doanh nghiệp hiện hành,34,121.451.737.943,53.316.748.687,,34.0,121451737943.0,53316748687.0
52,02 > 52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,35,(13.721.486.446),3.097.159.419,,35.0,-13721486446.0,3097159419.0
60,02 > 60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,544.081.657.726,376.459.386.668,,,544081657726.0,376459386668.0
61,02 > 61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,512.806.303.331,357.791.610.160,,,512806303331.0,357791610160.0
62,02 > 62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,31.275.354.395,18.667.776.508,,,31275354395.0,18667776508.0
70,02 > 70,70,21. Lãi cơ bản trên cổ phiếu,36,2.682,1.871,,36.0,2682.0,1871.0
