row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,
- Ban Quản lý dự án cácCông trình Điện MiềnNam,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án cácCông trình Điện MiềnNam,- Ban Quản lý dự án cácCông trình Điện MiềnNam,97.185.667.812,-,81.446.002.298,-,97185667812.0,,81446002298.0,
- Ban Quản lý dự án cácCông trình Điện MiềnTrung,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án cácCông trình Điện MiềnTrung,- Ban Quản lý dự án cácCông trình Điện MiềnTrung,78.536.533.528,-,274.825.881.883,-,78536533528.0,,274825881883.0,
- Tổng Công ty Điện lựcMiền Bắc,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Tổng Công ty Điện lựcMiền Bắc,- Tổng Công ty Điện lựcMiền Bắc,134.982.321.012,-,44.220.364.882,-,134982321012.0,,44220364882.0,
- Công ty Cổ phầnThương mại Thái Hưng,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phầnThương mại Thái Hưng,- Công ty Cổ phầnThương mại Thái Hưng,106.856.248.004,-,-,-,106856248004.0,,,
- Công ty Cổ phần Pháttriển Tầm nhìn Nănglượng sạch,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Pháttriển Tầm nhìn Nănglượng sạch,- Công ty Cổ phần Pháttriển Tầm nhìn Nănglượng sạch,101.453.631.016,-,-,-,101453631016.0,,,
- Công ty Cổ phần Cơ khíXây dựng AMEC,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Cơ khíXây dựng AMEC,- Công ty Cổ phần Cơ khíXây dựng AMEC,108.132.656.568,-,-,-,108132656568.0,,,
- Công ty Cổ phần Nănglượng Hanwha - BCGBăng Dương,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Nănglượng Hanwha - BCGBăng Dương,- Công ty Cổ phần Nănglượng Hanwha - BCGBăng Dương,107.857.590.257,-,128.664.493.503,-,107857590257.0,,128664493503.0,
- Các khoản phải thukhách hàng khác,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thukhách hàng khác,- Các khoản phải thukhách hàng khác,899.979.382.141,(5.978.533.344),676.762.440.339,(1.262.047.795),899979382141.0,-5978533344.0,676762440339.0,-1262047795.0
,,,1.634.984.030.338,(5.978.533.344),1.205.919.182.905,(1.262.047.795),1634984030338.0,-5978533344.0,1205919182905.0,-1262047795.0
